A	Coef.FGRvsC	Coef.CasevsControl	t.FGRvsC	t.CasevsControl	p.value.FGRvsC	p.value.CasevsControl	p.value.adj.FGRvsC	p.value.adj.CasevsControl	F	F.p.value	Res.FGRvsC	Res.CasevsControl	Genes.probe	Genes.id	Genes.symbol
7.09	0.081	0.085	1.21	1.26	0.23774	0.21784	0.555512	0.734006	1.02	0.37467	0	0	7899096	7899096	ZNF593
7.71	0.054	-0.036	0.46	-0.3	0.65127	0.7639	0.835149	0.939223	0.29	0.74813	0	0	7899101	7899101	CNKSR1
7.26	0.035	-0.013	0.25	-0.1	0.80419	0.92338	0.918014	0.980518	0.06	0.93781	0	0	7899134	7899134	CEP85
8.21	0.172	0.137	1.63	1.3	0.11476	0.20541	0.436288	0.729426	1.49	0.24457	0	0	7899153	7899153	SH3BGRL3
6.17	0.409	0.218	2.65	1.41	0.01378	0.17121	0.289017	0.712168	3.51	0.04521	0	0	7899160	7899160	CD52
6.23	0.054	0.008	0.77	0.12	0.44961	0.9086	0.709041	0.977225	0.34	0.71302	0	0	7899167	7899167	LIN28A
7.77	-0.007	0.022	-0.11	0.36	0.9147	0.72083	0.967527	0.925089	0.12	0.88661	0	0	7899173	7899173	DHDDS
10.23	-0.223	-0.199	-1.85	-1.65	0.07673	0.11214	0.394588	0.664208	2.05	0.1494	0	0	7899187	7899187	HMGN2
6.78	0.179	0.14	2.16	1.69	0.04006	0.1028	0.346135	0.659064	2.59	0.09471	0	0	7899192	7899192	RPS6KA1
7.99	-0.117	-0.04	-1.75	-0.6	0.09161	0.55439	0.408418	0.874401	1.59	0.22384	0	0	7899220	7899220	ARID1A
7.8	-0.067	-0.039	-0.59	-0.34	0.5596	0.73564	0.781217	0.929961	0.18	0.83948	0	0	7899244	7899244	PIGV
7.91	0.032	-0.079	0.52	-1.3	0.60791	0.20378	0.811774	0.728844	1.77	0.19139	0	0	7899253	7899253	ZDHHC18
6.21	0.145	0.083	1.5	0.86	0.14577	0.39769	0.467781	0.817677	1.13	0.33744	0	0	7899265	7899265	SFN
7.62	0.016	-0.064	0.23	-0.92	0.82259	0.3672	0.925909	0.806818	0.73	0.4895	0	0	7899273	7899273	NUDC
7.8	0.108	-0.031	1.96	-0.57	0.06093	0.57701	0.375291	0.880173	3.52	0.04494	0	0	7899284	7899284	TRNP1
8.49	0.163	0.074	2.26	1.02	0.03269	0.31829	0.332955	0.785682	2.56	0.09703	0	0	7899287	7899287	NA
7.33	-0.127	-0.032	-1.68	-0.43	0.10619	0.67214	0.425878	0.912438	1.52	0.23905	0	0	7899289	7899289	WDTC1
7.15	0.137	0.08	1.57	0.91	0.12944	0.37251	0.451571	0.808881	1.24	0.30674	0	0	7899310	7899310	TMEM222
6.52	0.111	0.046	2.37	0.98	0.02579	0.33828	0.321037	0.796633	2.83	0.0775	0	0	7899323	7899323	SYTL1
6.77	0.091	0.157	1.77	3.05	0.08894	0.0053	0.406345	0.396323	4.69	0.01848	0	0	7899343	7899343	GPR3
7.62	-0.095	-0.064	-1.15	-0.77	0.26279	0.44692	0.574277	0.833661	0.68	0.51438	0	0	7899346	7899346	TMA7
6.05	0.146	0.04	2.58	0.7	0.01604	0.4881	0.290013	0.848779	3.56	0.04343	0	0	7899348	7899348	NA
6.63	-0.092	-0.149	-0.91	-1.46	0.37285	0.15526	0.654476	0.701409	1.09	0.3504	0	0	7899350	7899350	FAM76A
7.92	0	0.031	0	0.39	0.99974	0.70114	0.999903	0.921487	0.1	0.90487	0	0	7899361	7899361	STX12
7.69	-0.074	0.023	-0.8	0.25	0.43152	0.80223	0.696936	0.946653	0.6	0.55453	0	0	7899377	7899377	PPP1R8
5.2	-0.211	0.207	-1.64	1.6	0.11431	0.12152	0.435377	0.668423	5.24	0.01246	0	0	7899392	7899392	SCARNA1
6.41	0.367	0.044	3.14	0.37	0.00432	0.71099	0.267178	0.92223	5.86	0.0081	0	0	7899394	7899394	THEMIS2
6.17	0.138	0.043	2.29	0.71	0.03053	0.48626	0.327034	0.848302	2.75	0.08279	0	0	7899407	7899407	SMPDL3B
6.61	0.085	0.078	1.17	1.07	0.25428	0.2927	0.568548	0.771611	0.84	0.44284	0	0	7899417	7899417	XKR8
6.17	0.094	0.096	1.18	1.2	0.24933	0.24124	0.56395	0.747031	0.94	0.40249	0	0	7899422	7899422	NA
6.96	-0.1	-0.068	-1.65	-1.12	0.11218	0.27148	0.432017	0.762749	1.41	0.26154	0	0	7899424	7899424	ATPIF1
7.07	0.097	0.063	1.57	1.02	0.12841	0.31738	0.450151	0.785599	1.27	0.29762	0	0	7899436	7899436	SESN2
5.95	-0.092	0.022	-1.15	0.28	0.26151	0.78246	0.573359	0.9435	1.15	0.33419	0	0	7899448	7899448	MED18
7.7	-0.182	-0.143	-2.21	-1.73	0.03646	0.0957	0.339891	0.653037	2.7	0.08646	0	0	7899455	7899455	PHACTR4
7.08	-0.044	0.054	-0.57	0.7	0.57121	0.48735	0.787819	0.84858	0.82	0.4517	0	0	7899462	7899462	NA
10.89	-0.17	0.134	-1.01	0.8	0.32085	0.43326	0.620524	0.831117	1.64	0.21323	0	0	7899480	7899480	NA
5.57	-0.368	-0.157	-2.28	-0.97	0.03141	0.34151	0.329812	0.79812	2.61	0.09286	0	0	7899484	7899484	NA
7.86	-0.014	0.013	-0.16	0.15	0.87159	0.88505	0.949334	0.971819	0.05	0.95332	0	0	7899486	7899486	TRNAU1AP
5.42	0.279	0.104	3.23	1.2	0.00341	0.24192	0.267178	0.747031	5.34	0.01167	0	0	7899499	7899499	RAB42
6.78	0.059	0.373	0.38	2.43	0.70537	0.02275	0.866087	0.515658	3.4	0.04919	0	0	7899502	7899502	NA
7.53	-0.11	0.001	-1.46	0.01	0.15703	0.99161	0.480183	0.997939	1.43	0.25838	0	0	7899504	7899504	GMEB1
7.9	0.036	0.109	0.6	1.79	0.55355	0.08589	0.777656	0.640558	1.65	0.21122	0	0	7899519	7899519	YTHDF2
7.08	0.162	0.111	2.01	1.37	0.05574	0.18151	0.368927	0.717062	2.1	0.14299	0	0	7899528	7899528	OPRD1
7.05	0.118	0.099	0.76	0.63	0.4571	0.53168	0.713448	0.867701	0.33	0.72264	0	0	7899534	7899534	EPB41
6.06	0.074	0.028	0.62	0.23	0.54165	0.81912	0.770292	0.953029	0.2	0.82367	0	0	7899560	7899560	NA
7.26	0.012	0.215	0.15	2.55	0.88489	0.01726	0.954812	0.505891	4.1	0.0288	0	0	7899562	7899562	PTPRU
6.04	0.152	0.036	1.63	0.39	0.11541	0.70025	0.437298	0.921487	1.45	0.25341	0	0	7899595	7899595	MATN1-AS1
6.02	0.132	0.178	1.75	2.36	0.09251	0.02622	0.409161	0.527031	3	0.06759	0	0	7899600	7899600	NA
6.92	-0.133	-0.075	-1.43	-0.81	0.16431	0.42604	0.487659	0.82984	1.03	0.37099	0	0	7899604	7899604	ZCCHC17
8.81	-0.146	0.028	-1.25	0.24	0.22216	0.81097	0.542394	0.950146	1.29	0.29411	0	0	7899615	7899615	SERINC2
9.86	-0.169	0.011	-1.15	0.07	0.26108	0.94324	0.572721	0.986175	0.94	0.40401	0	0	7899627	7899627	TINAGL1
6.17	-0.026	-0.013	-0.32	-0.16	0.74851	0.87166	0.889101	0.969587	0.05	0.94893	0	0	7899643	7899643	HCRTR1
8.17	-0.051	-0.006	-1.07	-0.13	0.29567	0.89741	0.598962	0.974209	0.68	0.51622	0	0	7899654	7899654	KHDRBS1
6.9	0.047	0.037	0.7	0.56	0.49149	0.57897	0.736886	0.881116	0.27	0.7626	0	0	7899675	7899675	TMEM39B
9.07	-0.179	-0.019	-1.88	-0.2	0.07162	0.84143	0.38928	0.960748	2.13	0.13954	0	0	7899688	7899688	KPNA6
7.93	-0.043	-0.085	-0.84	-1.64	0.4086	0.11321	0.68045	0.664544	1.35	0.27818	0	0	7899703	7899703	TXLNA
6.29	0.163	0.02	2.59	0.32	0.0158	0.75147	0.290013	0.935318	3.98	0.03145	0	0	7899719	7899719	CCDC28B
6.06	0.041	0.015	0.57	0.21	0.57259	0.83364	0.788919	0.958327	0.17	0.84711	0	0	7899727	7899727	IQCC
8.43	0.008	0.058	0.07	0.54	0.94141	0.59605	0.978536	0.887893	0.17	0.84523	0	0	7899737	7899737	EIF3I
6.58	0.206	0.132	3.02	1.94	0.00569	0.06304	0.271291	0.607262	4.69	0.0185	0	0	7899750	7899750	FAM167B
6.22	0.135	0.064	1.72	0.82	0.09821	0.42216	0.416781	0.829555	1.48	0.24775	0	0	7899753	7899753	LCK
9.08	-0.072	0.021	-0.83	0.25	0.41272	0.80765	0.682961	0.948551	0.64	0.53593	0	0	7899774	7899774	HDAC1
5.94	0.105	0.17	1.75	2.82	0.09239	0.00917	0.409161	0.461118	4.06	0.02965	0	0	7899790	7899790	TSSK3
6.87	0.031	0.086	0.39	1.08	0.70334	0.29117	0.864828	0.771611	0.6	0.55807	0	0	7899795	7899795	NA
6.11	0.086	0.033	1.38	0.53	0.18021	0.5991	0.504309	0.888327	0.97	0.39416	0	0	7899797	7899797	NA
9.38	-0.226	-0.219	-2.32	-2.25	0.02859	0.03373	0.326151	0.552566	3.48	0.04627	0	0	7899813	7899813	RBBP4
7.3	-0.091	-0.065	-1.23	-0.89	0.22851	0.38231	0.546875	0.81235	0.81	0.45569	0	0	7899821	7899821	KIAA1522
7.51	-0.137	-0.173	-2.19	-2.77	0.03833	0.01039	0.345711	0.467772	4.26	0.02543	0	0	7899829	7899829	S100PBP
6.54	0.138	0.052	2	0.75	0.05596	0.45837	0.369547	0.838612	2.05	0.14985	0	0	7899841	7899841	HPCA
6.76	-0.013	-0.026	-0.16	-0.31	0.8776	0.76101	0.952506	0.938187	0.05	0.95392	0	0	7899849	7899849	NA
6.05	0.123	0.09	1.7	1.25	0.10051	0.22331	0.420138	0.735829	1.56	0.23019	0	0	7899851	7899851	AZIN2
8.41	-0.251	-0.318	-2.09	-2.64	0.04701	0.014	0.357235	0.494883	3.88	0.03395	0	0	7899870	7899870	ZNF362
5.89	-0.17	-0.116	-2.39	-1.62	0.02453	0.11668	0.31453	0.664762	2.98	0.06873	0	0	7899882	7899882	ZNF362
6.21	-0.144	-0.102	-2.03	-1.43	0.05288	0.16376	0.364855	0.705694	2.18	0.13388	0	0	7899884	7899884	ZSCAN20
6.37	0.113	0.202	0.63	1.12	0.53578	0.27407	0.765951	0.763385	0.63	0.5417	0	0	7899909	7899909	NA
6.21	0.046	0.061	0.51	0.67	0.61766	0.50918	0.816455	0.85867	0.24	0.78563	0	0	7899921	7899921	GJB5
6.09	0.059	0.062	0.76	0.79	0.45701	0.43627	0.713443	0.831436	0.4	0.675	0	0	7899927	7899927	GJB4
5.68	0.039	0.014	0.48	0.17	0.63213	0.86699	0.824862	0.968583	0.12	0.88655	0	0	7899932	7899932	GJB3
7.99	0.196	0.046	1.92	0.45	0.06665	0.65692	0.381786	0.907227	2.01	0.15492	0	0	7899939	7899939	GJA4
6.6	-0.13	-0.11	-1.48	-1.26	0.15037	0.21913	0.473759	0.734006	1.28	0.29565	0	0	7899943	7899943	ZMYM1
11.47	-0.073	-0.224	-0.41	-1.25	0.68845	0.22212	0.855118	0.735829	0.82	0.45359	0	0	7899955	7899955	NA
8.42	-0.161	-0.138	-2.17	-1.86	0.03948	0.07489	0.346135	0.624333	2.76	0.08272	0	0	7899957	7899957	ZMYM4
7.14	0.068	0.061	1.18	1.07	0.24973	0.2969	0.56406	0.774009	0.85	0.44132	0	0	7899990	7899990	NCDN
7.46	0.171	0.079	2.54	1.17	0.01749	0.25106	0.298695	0.753465	3.24	0.05594	0	0	7900001	7900001	TFAP2E
7.65	-0.064	-0.114	-0.65	-1.17	0.51979	0.25166	0.755445	0.754159	0.69	0.51024	0	0	7900009	7900009	AGO4
7.13	-0.041	-0.174	-0.49	-2.11	0.62702	0.04494	0.821968	0.573693	2.44	0.10769	0	0	7900030	7900030	NA
7.62	-0.14	-0.129	-1.38	-1.26	0.18047	0.21749	0.504309	0.734006	1.17	0.32666	0	0	7900051	7900051	AGO3
5.8	0.099	0.136	1.35	1.86	0.18816	0.07504	0.513628	0.624466	1.84	0.17888	0	0	7900076	7900076	TEKT2
6.7	0.147	0.097	2.44	1.61	0.02188	0.11951	0.307094	0.666817	3.09	0.06323	0	0	7900087	7900087	ADPRHL2
8.46	0.099	0.033	1.81	0.6	0.08286	0.55633	0.398662	0.874462	1.69	0.20412	0	0	7900095	7900095	MAP7D1
8.89	-0.133	-0.056	-1.76	-0.75	0.09006	0.46199	0.407242	0.838894	1.57	0.22861	0	0	7900119	7900119	THRAP3
7.7	0.235	0.181	1.21	0.93	0.23717	0.35871	0.554946	0.80289	0.81	0.45805	0	0	7900129	7900129	SH3D21
7	0.083	0.035	1.1	0.46	0.28092	0.64833	0.588142	0.904483	0.61	0.54993	0	0	7900146	7900146	ZC3H12A
10.11	-0.119	-0.051	-0.99	-0.43	0.33013	0.67282	0.62589	0.912768	0.5	0.61464	0	0	7900157	7900157	RPS27
6.35	-0.02	-0.145	-0.26	-1.89	0.79866	0.07041	0.915721	0.620467	2.1	0.14347	0	0	7900159	7900159	DNALI1
6.19	0.036	0.073	0.33	0.66	0.74716	0.51794	0.888666	0.861016	0.21	0.80802	0	0	7900167	7900167	CDCA8
6.83	0.119	0.1	1.76	1.49	0.08994	0.14839	0.407104	0.692357	1.8	0.18553	0	0	7900183	7900183	MANEAL
6.93	0.081	-0.006	0.89	-0.07	0.38036	0.94394	0.660313	0.986175	0.58	0.56875	0	0	7900192	7900192	C1orf122
7.17	-0.143	-0.153	-1.3	-1.39	0.20496	0.1758	0.528181	0.714726	1.21	0.31382	0	0	7900201	7900201	UTP11
9.11	-0.091	-0.068	-1.44	-1.08	0.16211	0.29057	0.485854	0.771611	1.12	0.34098	0	0	7900216	7900216	AKIRIN1
9.27	-0.105	-0.175	-0.96	-1.6	0.34549	0.12116	0.636395	0.668314	1.3	0.28931	0	0	7900228	7900228	NDUFS5
8.94	-0.04	-0.04	-0.4	-0.4	0.6919	0.69563	0.856636	0.919466	0.11	0.90003	0	0	7900235	7900235	MACF1
6.48	-0.108	0.01	-0.98	0.09	0.33718	0.93029	0.630703	0.982051	0.7	0.50552	0	0	7900336	7900336	MACF1
6.08	0.027	0.117	0.37	1.59	0.71683	0.12329	0.873053	0.669328	1.39	0.26641	0	0	7900340	7900340	BMP8A
6.59	0.013	0.021	0.2	0.32	0.84194	0.75348	0.938104	0.935669	0.05	0.94979	0	0	7900352	7900352	NA
7.09	-0.008	-0.075	-0.14	-1.27	0.88919	0.21507	0.9568	0.733084	0.97	0.39203	0	0	7900354	7900354	PPIE
10.85	-0.071	0.189	-0.66	1.76	0.51259	0.09044	0.750982	0.645478	3.14	0.06057	0	0	7900365	7900365	MFSD2A
10.75	0.049	0.016	0.66	0.22	0.51813	0.82877	0.755163	0.956364	0.22	0.80189	0	0	7900382	7900382	CAP1
7.95	-0.115	0.049	-1.36	0.58	0.18502	0.56922	0.50948	0.877922	1.98	0.15843	0	0	7900395	7900395	RLF
8.03	-0.205	-0.108	-1.32	-0.7	0.19977	0.49172	0.522532	0.849588	0.87	0.43199	0	0	7900413	7900413	ZMPSTE24
7.74	0.242	0.017	2.13	0.15	0.04291	0.88147	0.352155	0.971426	2.83	0.07772	0	0	7900426	7900426	SMAP2
5.67	0.022	-0.092	0.33	-1.36	0.74451	0.18502	0.887088	0.718351	1.61	0.21982	0	0	7900446	7900446	ZFP69
5.98	-0.049	-0.081	-0.69	-1.15	0.4953	0.26247	0.739082	0.759154	0.67	0.52242	0	0	7900454	7900454	EXO5
8.15	-0.141	-0.137	-2.24	-2.18	0.03392	0.03886	0.33623	0.565323	3.26	0.05498	0	0	7900468	7900468	NFYC
5.62	-0.219	-0.087	-1.66	-0.65	0.11013	0.51966	0.430033	0.861351	1.39	0.26717	0	0	7900488	7900488	MIR30E
5.52	0.041	-0.028	0.44	-0.3	0.66432	0.76472	0.841561	0.939436	0.28	0.75949	0	0	7900490	7900490	MIR30C1
5.95	-0.013	0.071	-0.19	1.05	0.85194	0.30191	0.941394	0.777329	0.9	0.42052	0	0	7900492	7900492	KCNQ4
7.24	0.143	-0.03	1.17	-0.25	0.25143	0.80616	0.565858	0.948494	1.15	0.33159	0	0	7900510	7900510	CTPS1
7.2	0.104	0.039	1.25	0.47	0.22138	0.64331	0.542045	0.904256	0.8	0.45919	0	0	7900531	7900531	GUCA2B
7.91	0.053	-0.018	0.56	-0.19	0.57882	0.84864	0.793563	0.963229	0.31	0.73769	0	0	7900538	7900538	NA
6.41	0.049	0.185	0.67	2.57	0.50678	0.01645	0.74815	0.502618	3.55	0.04373	0	0	7900540	7900540	RIMKLA
7.91	-0.176	-0.106	-2.2	-1.33	0.03681	0.19454	0.34078	0.724242	2.47	0.10517	0	0	7900546	7900546	PPCS
7.99	-0.023	-0.164	-0.27	-1.94	0.79184	0.06411	0.912798	0.609043	2.2	0.13133	0	0	7900576	7900576	PPIH
10.13	0.004	-0.117	0.05	-1.48	0.9626	0.1514	0.987252	0.695443	1.51	0.24077	0	0	7900585	7900585	YBX1
6.45	-0.069	-0.1	-1.01	-1.47	0.3203	0.15264	0.620501	0.697801	1.14	0.33624	0	0	7900597	7900597	C1orf50
5.46	0.138	0.046	1.84	0.61	0.07682	0.54645	0.394588	0.872889	1.77	0.19145	0	0	7900603	7900603	TMEM269
6.67	-0.116	-0.083	-1.97	-1.4	0.05992	0.17286	0.373423	0.713093	2.06	0.14878	0	0	7900609	7900609	ERMAP
6.42	-0.08	-0.07	-1.05	-0.92	0.3019	0.36842	0.60275	0.806818	0.66	0.52746	0	0	7900624	7900624	ZNF691
6.08	-0.102	-0.041	-0.55	-0.23	0.58448	0.82311	0.797193	0.954329	0.16	0.85708	0	0	7900633	7900633	NA
6.32	-0.268	-0.3	-2.43	-2.71	0.0226	0.01181	0.309283	0.475785	4.45	0.02213	0	0	7900635	7900635	FAM183A
6.68	-0.023	0.087	-0.39	1.47	0.70209	0.15511	0.863811	0.701404	1.91	0.16891	0	0	7900654	7900654	TMEM125
8.19	0.301	0.164	2.86	1.56	0.00831	0.13006	0.276993	0.675144	4.11	0.02845	0	0	7900658	7900658	TIE1
5.74	0.024	-0.02	0.43	-0.35	0.67201	0.72584	0.846136	0.927028	0.31	0.73805	0	0	7900683	7900683	MPL
6.73	0.1	0.03	1.07	0.32	0.29424	0.7543	0.597515	0.936079	0.61	0.55343	0	0	7900699	7900699	CDC20
7.19	-0.04	-0.007	-0.4	-0.07	0.68942	0.94692	0.855375	0.98707	0.09	0.91074	0	0	7900710	7900710	SZT2
9.4	-0.213	0.075	-1.29	0.46	0.20849	0.65231	0.531821	0.905728	1.64	0.21367	0	0	7900792	7900792	PTPRF
7.74	0.002	-0.082	0.03	-1.43	0.97832	0.16578	0.992893	0.708059	1.38	0.26882	0	0	7900833	7900833	KDM4A
6.58	-0.07	-0.051	-0.81	-0.59	0.42501	0.56164	0.691336	0.876408	0.35	0.70735	0	0	7900857	7900857	ST3GAL3
6.53	0.028	0.034	0.41	0.49	0.68511	0.62573	0.853118	0.896248	0.14	0.87029	0	0	7900878	7900878	ARTN
7.28	-0.053	-0.075	-0.77	-1.09	0.44875	0.28617	0.708678	0.768792	0.63	0.54215	0	0	7900888	7900888	IPO13
6.19	0.063	0.002	0.91	0.03	0.37084	0.97754	0.653223	0.993397	0.54	0.59119	0	0	7900911	7900911	DPH2
8.54	0.068	0.167	0.33	0.81	0.74428	0.42807	0.886918	0.82984	0.33	0.72344	0	0	7900922	7900922	ATP6V0B
7.94	0.071	-0.006	0.98	-0.08	0.33848	0.93405	0.631664	0.983036	0.69	0.50902	0	0	7900931	7900931	B4GALT2
6.66	0.11	0.029	1.74	0.46	0.09417	0.64857	0.411249	0.904483	1.62	0.21709	0	0	7900944	7900944	CCDC24
5.82	0.252	0.156	3.54	2.19	0.00159	0.03812	0.233985	0.56516	6.37	0.00574	0	0	7900957	7900957	KLF17
7.38	-0.001	-0.043	-0.01	-0.8	0.98902	0.434	0.996769	0.831117	0.41	0.66531	0	0	7900962	7900962	DMAP1
7.01	-0.043	0.018	-0.59	0.25	0.55921	0.80314	0.780962	0.947312	0.38	0.69089	0	0	7900979	7900979	RNF220
5.72	0.123	0.086	1.75	1.22	0.09279	0.23286	0.409429	0.74318	1.61	0.2203	0	0	7900999	7900999	C1orf228
6.25	0.001	-0.052	0.02	-0.68	0.98587	0.50431	0.994904	0.856953	0.31	0.73318	0	0	7901010	7901010	KIF2C
9.66	-0.071	-0.056	-0.86	-0.67	0.40026	0.5068	0.674384	0.857948	0.41	0.67042	0	0	7901038	7901038	RPS8
7.09	0.18	0.358	1.45	2.89	0.15817	0.00779	0.481121	0.435309	4.18	0.02705	0	0	7901046	7901046	SNORD55
8.04	0.051	0.275	0.36	1.92	0.72497	0.06557	0.877501	0.614802	2.1	0.14357	0	0	7901048	7901048	SNORD46
5.62	-0.074	0.051	-0.93	0.63	0.3617	0.53155	0.646577	0.867701	1.24	0.3074	0	0	7901050	7901050	SNORD38A
5.09	-0.219	-0.102	-1.43	-0.67	0.16388	0.50825	0.487373	0.858179	1.03	0.37175	0	0	7901052	7901052	SNORD38B
7.65	-0.098	-0.017	-0.8	-0.14	0.43142	0.89034	0.696904	0.973225	0.36	0.69788	0	0	7901054	7901054	PLK3
7.9	0.007	0	0.1	0	0.92266	0.99933	0.971239	0.999878	0.01	0.99356	0	0	7901073	7901073	UROD
6.28	0.002	-0.028	0.02	-0.31	0.98173	0.75883	0.99396	0.937672	0.07	0.93317	0	0	7901087	7901087	HPDL
7.03	-0.119	-0.135	-1.45	-1.65	0.15897	0.11146	0.48225	0.664208	1.62	0.2174	0	0	7901091	7901091	TOE1
6.18	-0.03	-0.049	-0.43	-0.71	0.67291	0.48659	0.846545	0.848324	0.25	0.77845	0	0	7901102	7901102	MMACHC
7.64	0.054	-0.002	0.42	-0.02	0.68123	0.98731	0.851402	0.996667	0.12	0.88763	0	0	7901110	7901110	AKR1A1
7.77	-0.19	-0.139	-2.71	-1.99	0.01181	0.058	0.282143	0.5991	3.95	0.03226	0	0	7901123	7901123	NASP
7.6	-0.232	-0.226	-2.31	-2.26	0.02922	0.03297	0.326713	0.55081	3.48	0.04629	0	0	7901135	7901135	TMEM69
7.12	0.019	0.02	0.29	0.31	0.77754	0.7621	0.904356	0.938331	0.06	0.94327	0	0	7901140	7901140	MAST2
5.07	-0.037	-0.07	-0.27	-0.51	0.78958	0.61138	0.911782	0.891078	0.13	0.87655	0	0	7901175	7901175	TSPAN1
6.58	-0.106	-0.059	-1.42	-0.8	0.16844	0.43372	0.492606	0.831117	1.01	0.37838	0	0	7901187	7901187	LURAP1
5.83	0.048	0.043	0.73	0.65	0.474	0.52346	0.724836	0.862579	0.32	0.73064	0	0	7901192	7901192	RAD54L
6.17	-0.055	-0.012	-0.69	-0.14	0.49842	0.88643	0.741683	0.972186	0.26	0.77132	0	0	7901212	7901212	UQCRH
7.3	0.01	0.005	0.13	0.08	0.89495	0.94041	0.959304	0.985831	0.01	0.9911	0	0	7901219	7901219	NSUN4
6.66	-0.024	0.055	-0.41	0.93	0.6824	0.35918	0.852046	0.80289	0.95	0.39884	0	0	7901229	7901229	FAAH
6.53	0.01	0.064	0.14	0.94	0.88817	0.35625	0.956552	0.802557	0.51	0.60468	0	0	7901247	7901247	DMBX1
6.14	-0.05	-0.08	-0.52	-0.84	0.60486	0.40915	0.809419	0.822368	0.36	0.70154	0	0	7901256	7901256	CYP4B1
5.42	0.2	-0.056	1.51	-0.42	0.14472	0.67585	0.46701	0.914085	2.05	0.14913	0	0	7901293	7901293	CYP4A22
8.02	-0.041	-0.053	-0.4	-0.52	0.69471	0.60935	0.858798	0.890522	0.15	0.86435	0	0	7901299	7901299	CMPK1
8.23	0.09	0.045	1.39	0.7	0.17565	0.4931	0.50076	0.850345	0.97	0.39249	0	0	7901309	7901309	FOXE3
6.24	0.098	0.012	1.32	0.16	0.19824	0.87454	0.520831	0.970052	1.04	0.36797	0	0	7901311	7901311	FOXD2
5.84	-0.002	-0.052	-0.02	-0.46	0.98684	0.64977	0.995609	0.904872	0.14	0.87359	0	0	7901314	7901314	NA
5.67	0.041	-0.085	0.65	-1.35	0.52392	0.18824	0.75811	0.721969	2.08	0.14575	0	0	7901316	7901316	SLC5A9
7.31	-0.216	-0.062	-1.41	-0.41	0.16964	0.68646	0.49459	0.917421	1.06	0.36178	0	0	7901336	7901336	STRADB
7.1	0.053	0.047	0.83	0.74	0.41484	0.46794	0.684348	0.842454	0.41	0.66606	0	0	7901357	7901357	NA
8.39	-0.225	0.003	-1.83	0.03	0.07859	0.97902	0.395616	0.994131	2.27	0.12364	0	0	7901376	7901376	RNF11
8.06	-0.139	-0.181	-1.68	-2.18	0.10581	0.03854	0.425662	0.56516	2.61	0.09313	0	0	7901385	7901385	OSBPL9
7.65	-0.15	-0.12	-1.22	-0.98	0.23301	0.33805	0.551078	0.796316	0.84	0.44522	0	0	7901418	7901418	BTF3L4
5.93	-0.192	-0.214	-2.64	-2.93	0.0141	0.00706	0.289017	0.422595	5.21	0.01272	0	0	7901426	7901426	ZFYVE9
7.02	0.084	0.001	1.05	0.01	0.30381	0.98994	0.603969	0.997716	0.73	0.49379	0	0	7901443	7901443	NA
7.21	0.094	-0.01	1.34	-0.15	0.19065	0.88541	0.515298	0.971947	1.35	0.27724	0	0	7901445	7901445	PLA2G12AP1
8.09	-0.074	-0.03	-1.14	-0.46	0.26429	0.64651	0.575594	0.904256	0.66	0.52589	0	0	7901447	7901447	PRPF38A
6.93	0.054	-0.185	0.49	-1.68	0.63098	0.1052	0.824403	0.659064	2.58	0.09521	0	0	7901460	7901460	GPX7
5.8	0.003	0.069	0.04	0.82	0.96788	0.4219	0.988665	0.829481	0.42	0.65943	0	0	7901477	7901477	NA
7.91	-0.094	-0.096	-1.16	-1.19	0.25538	0.24359	0.569107	0.74777	0.93	0.40881	0	0	7901479	7901479	ZYG11B
7.37	-0.223	-0.173	-1.5	-1.16	0.14629	0.2552	0.467781	0.757032	1.24	0.30695	0	0	7901513	7901513	SCP2
7.02	0.154	-0.01	1.53	-0.1	0.13919	0.9207	0.462569	0.979759	1.66	0.20956	0	0	7901535	7901535	PODN
7.33	-0.274	-0.101	-2.42	-0.89	0.02292	0.37985	0.310829	0.811238	3	0.06773	0	0	7901549	7901549	CPT2
7.09	0.111	0.016	1.75	0.25	0.09184	0.80346	0.40871	0.947383	1.8	0.18659	0	0	7901557	7901557	DMRTB1
7.63	-0.088	-0.012	-1.38	-0.19	0.1794	0.85029	0.503708	0.963872	1.12	0.34195	0	0	7901577	7901577	LRRC42
6.69	0.008	-0.007	0.1	-0.08	0.92343	0.93339	0.971415	0.982952	0.02	0.98365	0	0	7901592	7901592	TCEANC2
8.34	-0.038	-0.07	-0.46	-0.85	0.64782	0.401	0.833062	0.819457	0.37	0.69733	0	0	7901601	7901601	MRPL37
6.26	0.068	0.05	0.84	0.61	0.40896	0.54435	0.68045	0.872361	0.38	0.68917	0	0	7901611	7901611	SSBP3-AS1
5.99	0.07	-0.03	0.98	-0.42	0.33722	0.67634	0.630703	0.91421	1.03	0.37071	0	0	7901613	7901613	ACOT11
5.82	0.044	0.02	0.7	0.32	0.49321	0.74968	0.737973	0.935114	0.24	0.78674	0	0	7901634	7901634	NA
7.11	-0.016	-0.035	-0.25	-0.56	0.80203	0.57909	0.917195	0.881116	0.16	0.85434	0	0	7901662	7901662	NA
7.36	0.095	-0.022	1.12	-0.26	0.2747	0.79648	0.583261	0.946229	1.07	0.35791	0	0	7901687	7901687	TMEM61
5.71	0.108	0.078	1.34	0.97	0.19132	0.34109	0.515689	0.797822	0.96	0.39606	0	0	7901691	7901691	BSND
