A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.Symbol	Genes.ID	Genes.Probe	Genes.ENTREZID	Genes.GENENAME	Genes.ALIAS
9.71	-0.648	-1.85	0.07082	0.229497	3.42	0.07082	0	NA	178586	hCT10393.3	NA	NA	NA
8.4	0.176	0.87	0.3897	0.621034	0.75	0.3897	0	NA	236534	hCT10395.1	NA	NA	NA
7.84	-0.171	-0.67	0.50418	0.714292	0.45	0.50418	0	NA	413871	hCT10397.3	NA	NA	NA
13.23	-0.166	-1.13	0.26349	0.50003	1.28	0.26349	0	HSPC049	174354	hCT10418.3,hCT2306849,hCT2306848	NA	NA	NA
8.67	0.14	0.61	0.54561	0.745544	0.37	0.54561	0	NA	141379	hCT10421.4	NA	NA	NA
9.92	0.014	0.05	0.95786	0.981642	0	0.95786	0	WBSCR17	175815	hCT10423.3,hCT2257196	64409	Williams-Beuren syndrome chromosome region 17	GALNACT17, GALNT16, GALNT20, GALNTL3, GalNAc-T17, GalNAc-T19, GalNAc-T5L, WBSCR17
7.35	-0.238	-0.84	0.40291	0.631731	0.71	0.40291	0	C10orf68	189457	hCT10424.2	NA	NA	NA
14.39	0.458	4.99	1e-05	0.00058	24.87	1e-05	1	DDX50	186981	hCT10434.2	79009	DExD-box helicase 50	GU2, GUB, RH-II/GuB, mcdrh, DDX50
7.88	0.193	1.03	0.30773	0.54517	1.06	0.30773	0	PTCHD1	193017	hCT10436.2	139411	patched domain containing 1	AUTSX4, PTCHD1
14.65	-0.215	-2	0.05104	0.18716	4.02	0.05104	0	WDR1	171165	hCT10446.3,hCT2326081,hCT2326083	9948	WD repeat domain 1	AIP1, HEL-S-52, NORI-1, WDR1
7.96	0.776	2.61	0.01214	0.07455	6.83	0.01214	0	NA	202840	hCT10447.3	NA	NA	NA
10.98	-0.14	-0.91	0.36853	0.602508	0.83	0.36853	0	PINX1	104346	hCT10467.4,hCT1964747.1	54984	PIN2/TERF1 interacting, telomerase inhibitor 1	LPTL, LPTS, PINX1
11.38	0.41	1.4	0.16738	0.384874	1.97	0.16738	0	NA	230167	hCT10478.1	NA	NA	NA
7.51	0.069	0.34	0.73878	0.870514	0.11	0.73878	0	BIRC1	229692	hCT10480.3	NA	NA	NA
8.2	0.446	1.79	0.08074	0.249222	3.19	0.08074	0	PKD2L1	150578	hCT10483.2,hCT2321447	9033	polycystin 2 like 1, transient receptor potential cation channel	PCL, PKD2L, PKDL, TRPP3, PKD2L1
11.51	-0.268	-1.15	0.25552	0.490967	1.33	0.25552	0	CHUK	167292	hCT10488.3	1147	conserved helix-loop-helix ubiquitous kinase	IKBKA, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16, CHUK
7.67	-0.286	-1.72	0.09167	0.269248	2.97	0.09167	0	HECW1	127895	hCT10492.3,hCT2349644	23072	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	NEDL1, HECW1
8.6	0.042	0.16	0.87379	0.940729	0.03	0.87379	0	NA	684949	hCT10494.4	NA	NA	NA
11.89	0.708	4.41	6e-05	0.002113	19.47	6e-05	1	STK17A	181636	hCT10495.3,hCT2299694	9263	serine/threonine kinase 17a	DRAK1, STK17A
17.63	-0.276	-2.28	0.02746	0.126721	5.19	0.02746	0	NA	198581	hCT10500.3	NA	NA	NA
13.97	0.396	1.9	0.06448	0.216355	3.59	0.06448	0	MTA1	104377	hCT10512.3,hCT2329972,hCT2329973,hCT2329975,hCT1963694.1	9112	metastasis associated 1	MTA1
7.9	0.029	0.17	0.86566	0.936623	0.03	0.86566	0	NA	228155	hCT10513.3	NA	NA	NA
7.32	-0.317	-1.07	0.29063	0.527318	1.14	0.29063	0	FLJ22671	215914	hCT10514.3,hCT2304922,hCT2304920	NA	NA	NA
14.7	0.489	1.73	0.0898	0.265708	3.01	0.0898	0	FAM46B	118561	hCT10525.3	115572	family with sequence similarity 46 member B	FAM46B
8.68	0.329	1.31	0.19763	0.424458	1.71	0.19763	0	NR0B2	174051	hCT10526.3	8431	nuclear receptor subfamily 0 group B member 2	SHP, SHP1, NR0B2
9.21	-1.063	-4.77	2e-05	0.000959	22.75	2e-05	-1	SLC9A1	125525	hCT10527.3,hCT2349548	6548	solute carrier family 9 member A1	APNH, LIKNS, NHE-1, NHE1, PPP1R143, SLC9A1
10.51	0.102	0.7	0.48708	0.700605	0.49	0.48708	0	ZDHHC18	172227	hCT10530.3,hCT2359066	84243	zinc finger DHHC-type containing 18	DHHC-18, DHHC18, ZDHHC18
12.02	0.067	0.38	0.70233	0.850845	0.15	0.70233	0	FLJ34633	178164	hCT10531.2	NA	NA	NA
13.16	0.408	3.18	0.00266	0.027201	10.12	0.00266	1	MGC9712	155110	hCT10533.2,hCT2356894,hCT2272412	NA	NA	NA
7.99	-0.079	-0.39	0.69809	0.847742	0.15	0.69809	0	CYP3A4	103888	hCT10552.3,hCT2343613.1	1576	cytochrome P450 family 3 subfamily A member 4	CP33, CP34, CYP3A, CYP3A3, CYPIIIA3, CYPIIIA4, HLP, NF-25, P450C3, P450PCN1, CYP3A4
8.19	0.325	1.19	0.23956	0.474092	1.42	0.23956	0	RHOF	102161	hCT10568.2	54509	ras homolog family member F, filopodia associated	ARHF, RIF, RHOF
8.29	0.416	2.03	0.04806	0.180414	4.13	0.04806	0	NA	230950	hCT10572.2	NA	NA	NA
8.25	0.094	0.35	0.72998	0.865348	0.12	0.72998	0	NA	230893	hCT10574.3	NA	NA	NA
8.7	0.084	0.36	0.72082	0.860381	0.13	0.72082	0	SLC7A11	209308	hCT10576.3,hCT2325213	23657	solute carrier family 7 member 11	CCBR1, xCT, SLC7A11
8.59	0.395	1.65	0.10554	0.293106	2.73	0.10554	0	FABP3	146250	hCT10588.2	2170	fatty acid binding protein 3	FABP11, H-FABP, M-FABP, MDGI, O-FABP, FABP3
14.21	0.159	1.98	0.0542	0.194466	3.91	0.0542	0	PAXIP1L	193422	hCT10597.3,hCT2281810	NA	NA	NA
11.26	0.256	2.2	0.03331	0.143207	4.82	0.03331	0	CGI-90	124817	hCT10600.2,hCT2299415	NA	NA	NA
15.38	0.366	2.54	0.01457	0.083685	6.46	0.01457	0	C1GALT1	112049	hCT10605.2,hCT2298950	56913	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	C1GALT, T-synthase, C1GALT1
8.22	0.356	1.04	0.30492	0.542222	1.08	0.30492	0	NA	206964	hCT10606.2	NA	NA	NA
9.79	-0.33	-1.49	0.14325	0.350912	2.22	0.14325	0	NA	203784	hCT10607.2	NA	NA	NA
8.55	-0.544	-2.4	0.0207	0.105617	5.75	0.0207	0	CDK6	106574	hCT10614.3	1021	cyclin dependent kinase 6	MCPH12, PLSTIRE, CDK6
11.96	0.189	1.4	0.16791	0.385755	1.96	0.16791	0	DKFZP564O0523	108026	hCT10615.4	NA	NA	NA
13.23	-0.131	-1.47	0.14887	0.358678	2.16	0.14887	0	NA	137061	hCT10616.2	NA	NA	NA
10.11	-0.149	-0.81	0.42462	0.651054	0.65	0.42462	0	XYLT1	185065	hCT10623.4	64131	xylosyltransferase 1	DBQD2, PXYLT1, XT-I, XT1, XTI, XYLTI, xylT-I, XYLT1
14.57	-0.341	-3.39	0.00145	0.018131	11.51	0.00145	-1	CYC1	133346	hCT10630.3	1537	cytochrome c1	MC3DN6, UQCR4, CYC1
10.41	0.116	0.64	0.52677	0.732066	0.41	0.52677	0	NA	162920	hCT10644.2	NA	NA	NA
9.96	-0.173	-0.98	0.3334	0.570497	0.96	0.3334	0	PTAFR	112567	hCT10645.3	5724	platelet activating factor receptor	PAFR, PTAFR
16.28	0.239	1.77	0.08356	0.254799	3.13	0.08356	0	ATPIF1	134430	hCT10646.1,hCT2359135,hCT1963835.1	93974	ATPase inhibitory factor 1	ATPI, ATPIP, IP, ATPIF1
14.35	0.173	1.41	0.16623	0.383428	1.98	0.16623	0	SESN2	107292	hCT10647.3	83667	sestrin 2	HI95, SES2, SEST2, SESN2
15.15	-0.27	-3.44	0.00127	0.016664	11.82	0.00127	-1	DNAJC8	142471	hCT10649.2,hCT1963176.1,hCT2359147	22826	DnaJ heat shock protein family (Hsp40) member C8	HSPC331, SPF31, DNAJC8
13.74	0.181	1.82	0.07484	0.2376	3.33	0.07484	0	PHKA2	205981	hCT10652.3	5256	phosphorylase kinase regulatory subunit alpha 2	GSD9A, PHK, PYK, PYKL, XLG, XLG2, PHKA2
8.02	-0.054	-0.18	0.86107	0.934619	0.03	0.86107	0	RS1	137145	hCT10653.3	6247	retinoschisin 1	RS, XLRS1, RS1
14.63	-0.175	-1.26	0.2155	0.445602	1.58	0.2155	0	SMN2,SMN1	166527	hCT10655.3,hCT1781387.2,hCT2286609.1,hCT2286611.1	NA	NA	NA
11.04	0.512	2.88	0.00611	0.047524	8.28	0.00611	1	NYREN18	209858	hCT10659.3,hCT2269762,hCT2352803,hCT1951484.1	NA	NA	NA
13.59	-0.018	-0.14	0.88995	0.948897	0.02	0.88995	0	ANAPC4	128398	hCT10682.3,hCT2326114	29945	anaphase promoting complex subunit 4	APC4, ANAPC4
9.41	-0.409	-2.01	0.05005	0.185029	4.05	0.05005	0	NA	107743	hCT10683.3	NA	NA	NA
11.47	1.07	2.23	0.03074	0.136217	4.97	0.03074	0	GLULD1	101231	hCT10693.2	NA	NA	NA
8.54	0.316	1.96	0.05648	0.199573	3.83	0.05648	0	OR2A5	181586	hCT10699.2	393046	olfactory receptor family 2 subfamily A member 5	OR2A11P, OR2A26, OR2A8, OR7-138, OR7-141, OR2A5
13.04	-0.386	-2.05	0.04587	0.175192	4.22	0.04587	0	FCN3	140258	hCT10701.2,hCT2334335	8547	ficolin 3	FCNH, HAKA1, FCN3
8.26	-0.368	-1.68	0.09893	0.282114	2.84	0.09893	0	WASF2	146329	hCT10702.3	10163	WAS protein family member 2	IMD2, SCAR2, WASF4, WAVE2, dJ393P12.2, WASF2
7.87	-0.115	-0.59	0.55684	0.753736	0.35	0.55684	0	UNQ6122	157569	hCT10704.2	NA	NA	NA
10.34	-0.436	-2.39	0.021	0.106442	5.72	0.021	0	ATP10A	137191	hCT10708.3,hCT2294101	57194	ATPase phospholipid transporting 10A (putative)	ATP10C, ATPVA, ATPVC, ATP10A
13.71	-0.07	-0.46	0.64914	0.817912	0.21	0.64914	0	SIAH2	163408	hCT10728.3	6478	siah E3 ubiquitin protein ligase 2	hSiah2, SIAH2
9.22	0.097	0.34	0.73284	0.867128	0.12	0.73284	0	PTPRH	120135	hCT10729.2	5794	protein tyrosine phosphatase, receptor type H	R-PTP-H, SAP1, PTPRH
11.15	0.371	2.17	0.03532	0.148111	4.71	0.03532	0	ZNF160	100215	hCT10730.4,hCT2296429.1,hCT2351186	90338	zinc finger protein 160	F11, HKr18, HZF5, KR18, ZNF160
12.57	-0.146	-0.59	0.55617	0.753461	0.35	0.55617	0	FGFR3	192842	hCT10744.3,hCT2265594	2261	fibroblast growth factor receptor 3	ACH, CD333, CEK2, HSFGFR3EX, JTK4, FGFR3
10.17	-0.316	-1.8	0.07878	0.24513	3.23	0.07878	0	KCNC3	171551	hCT10755.2	3748	potassium voltage-gated channel subfamily C member 3	KSHIIID, KV3.3, SCA13, KCNC3
8.13	-0.136	-0.63	0.5331	0.73683	0.39	0.5331	0	CNNM1	140876	hCT10756.3,hCT2321574	26507	cyclin and CBS domain divalent metal cation transport mediator 1	ACDP1, CLP-1, CNNM1
14.14	0.055	0.53	0.60161	0.785075	0.28	0.60161	0	PPP2R1A	102828	hCT10758.2	5518	protein phosphatase 2 scaffold subunit Aalpha	MRD36, PP2A-Aalpha, PP2AA, PP2AAALPHA, PR65A, PPP2R1A
7.4	-0.482	-2.13	0.03893	0.158215	4.52	0.03893	0	TYR	161565	hCT10762.4,hCT2258943.1	7299	tyrosinase	ATN, CMM8, OCA1, OCA1A, OCAIA, SHEP3, TYR
9.46	0.191	0.8	0.428	0.654343	0.64	0.428	0	FAM51A1	198054	hCT10768.2,hCT1954576,hCT1954577,hCT1954578	NA	NA	NA
12.98	0.048	0.16	0.8703	0.939042	0.03	0.8703	0	KYNU	109699	hCT10777.1,hCT2293896,hCT2293898	8942	kynureninase	KYNUU, KYNU
13.77	0.276	1.3	0.20178	0.429337	1.68	0.20178	0	KYNU	207186	hCT10777.1,hCT2293898	8942	kynureninase	KYNUU, KYNU
7.73	0.176	1.13	0.26448	0.500941	1.28	0.26448	0	NA	229038	hCT10782.3	NA	NA	NA
11.97	0.387	2.73	0.00906	0.061431	7.44	0.00906	0	HNMT	210086	hCT10783.3	3176	histamine N-methyltransferase	HMT, HNMT-S1, HNMT-S2, MRT51, HNMT
11.91	0.172	1.14	0.26177	0.498085	1.29	0.26177	0	HNMT	227509	hCT10783.3,hCT1957238.1,hCT1957239.1	3176	histamine N-methyltransferase	HMT, HNMT-S1, HNMT-S2, MRT51, HNMT
12.36	-0.159	-1.21	0.23436	0.468	1.45	0.23436	0	CLEC14A	202592	hCT10786.2	161198	C-type lectin domain containing 14A	C14orf27, CEG1, EGFR-5, CLEC14A
7.55	0.239	1.03	0.31002	0.547385	1.05	0.31002	0	FOXA1	178330	hCT10788.3	3169	forkhead box A1	HNF3A, TCF3A, FOXA1
8.1	-0.013	-0.07	0.94264	0.974959	0.01	0.94264	0	KLHL10	141060	hCT10789.2	317719	kelch like family member 10	SPGF11, KLHL10
15.54	0.092	0.66	0.51448	0.722784	0.43	0.51448	0	ACLY	102218	hCT10790.3,hCT2353605,hCT2353606	47	ATP citrate lyase	ACL, ATPCL, CLATP, ACLY
12.24	0.159	1.24	0.22115	0.452659	1.54	0.22115	0	MGC20781	150486	hCT10791.3,hCT1969237.1	NA	NA	NA
8.47	0.265	1.22	0.23057	0.463638	1.48	0.23057	0	KLHL11	205506	hCT10793.2,hCT2295356	55175	kelch like family member 11	KLHL11
15.46	-0.229	-1.96	0.05635	0.199314	3.84	0.05635	0	NDUFB9	186731	hCT10852.3	4715	NADH:ubiquinone oxidoreductase subunit B9	B22, CI-B22, LYRM3, UQOR22, NDUFB9
8.39	0.049	0.23	0.82207	0.915903	0.05	0.82207	0	ZIC3	184768	hCT10854.2	7547	Zic family member 3	HTX, HTX1, VACTERLX, ZNF203, ZIC3
12.1	0.142	1.39	0.17236	0.390887	1.92	0.17236	0	JRKL	126265	hCT10865.3	8690	JRK-like	HHMJG, JRKL
7.78	-0.412	-1.69	0.09722	0.279114	2.87	0.09722	0	JMJD2D	149270	hCT10867.3	NA	NA	NA
7.88	-0.281	-1.18	0.24395	0.478899	1.39	0.24395	0	MTNR1B	169185	hCT10869.2	4544	melatonin receptor 1B	FGQTL2, MEL-1B-R, MT2, MTNR1B
15	-0.029	-0.28	0.77938	0.89369	0.08	0.77938	0	NA	166058	hCT10881.3	NA	NA	NA
12.16	-0.307	-2.34	0.02363	0.114779	5.49	0.02363	0	PCSK1N	143319	hCT10892.3	27344	proprotein convertase subtilisin/kexin type 1 inhibitor	BigLEN, PEN, PROSAAS, SAAS, SCG8, SgVIII, PCSK1N
13.53	-0.196	-2.56	0.01375	0.08072	6.57	0.01375	0	PQBP1	183013	hCT10893.3,hCT1958700.1,hCT1967484.1,hCT1967479.1	10084	polyglutamine binding protein 1	MRX2, MRX55, MRXS3, MRXS8, NPW38, RENS1, SHS, PQBP1
13.86	-0.217	-1.5	0.13998	0.346324	2.26	0.13998	0	TFE3	133431	hCT10895.2,hCT2352402,hCT1958705.1	7030	transcription factor binding to IGHM enhancer 3	RCCP2, RCCX1, TFEA, bHLHe33, TFE3
9.85	0.209	1.1	0.27727	0.514463	1.21	0.27727	0	KCND1	199955	hCT10896.3,hCT2349202	3750	potassium voltage-gated channel subfamily D member 1	KV4.1, KCND1
12.04	0.031	0.19	0.84716	0.928532	0.04	0.84716	0	PRAF2	131673	hCT10897.3,hCT1963612.1	11230	PRA1 domain family member 2	JM4, Yip6a, PRAF2
13.07	-0.018	-0.09	0.92846	0.968296	0.01	0.92846	0	PLP2	176222	hCT10900.3,hCT2263898	5355	proteolipid protein 2	A4, A4LSB, PLP2
12.28	-0.097	-1.01	0.31881	0.555922	1.02	0.31881	0	GPKOW	125267	hCT10901.2	27238	G-patch domain and KOW motifs	GPATC5, GPATCH5, Spp2, T54, GPKOW
8.84	-0.024	-0.09	0.9262	0.967067	0.01	0.9262	0	LMO6	136580	hCT10903.2	NA	NA	NA
10.95	-0.238	-1.38	0.17573	0.395669	1.89	0.17573	0	OATL1	114301	hCT10907.3,hCT2263819,hCT2352412,hCT2352413	NA	NA	NA
13.07	-0.189	-1.55	0.12804	0.327665	2.4	0.12804	0	GRIPAP1	182212	hCT10909.4,hCT2262059	56850	GRIP1 associated protein 1	GRASP-1, GRIPAP1
8.08	-0.157	-0.75	0.45885	0.678552	0.56	0.45885	0	PPP1R3F	171968	hCT10910.3	89801	protein phosphatase 1 regulatory subunit 3F	HB2E, LL0XNC01-7P3.1, R3F, PPP1R3F
7.62	-0.318	-1.55	0.1293	0.329464	2.39	0.1293	0	NA	142932	hCT10916.3,hCT2340427,hCT2340428	NA	NA	NA
9.88	-0.371	-1.03	0.3106	0.547881	1.05	0.3106	0	LRFN5	212915	hCT10921.2	145581	leucine rich repeat and fibronectin type III domain containing 5	C14orf146, FIGLER8, SALM5, LRFN5
14.2	0.584	4.73	2e-05	0.001061	22.33	2e-05	1	NA	107851	hCT10922.3	NA	NA	NA
15.28	-0.056	-0.56	0.58059	0.770741	0.31	0.58059	0	FKBP3	120058	hCT10936.3	2287	FK506 binding protein 3	FKBP-25, FKBP-3, FKBP25, PPIase, FKBP3
7.74	0.167	0.77	0.44673	0.66962	0.59	0.44673	0	MAMDC1	138688	hCT10937.3,hCT2304076	NA	NA	NA
8.1	0.028	0.11	0.91028	0.959066	0.01	0.91028	0	HTR2C	209226	hCT10943.2	3358	5-hydroxytryptamine receptor 2C	5-HT1C, 5-HT2C, 5-HTR2C, 5HTR2C, HTR1C, HTR2C
13.72	0.145	1.59	0.11851	0.313811	2.53	0.11851	0	MRPL32	145190	hCT10958.3,hCT1963339	64983	mitochondrial ribosomal protein L32	HSPC283, L32mt, MRP-L32, bMRP-59b, MRPL32
11.54	0.139	1.11	0.27217	0.50868	1.24	0.27217	0	HADHSC	139001	hCT10972.3,hCT2327611,hCT1952222	NA	NA	NA
7.89	-0.494	-2.06	0.04492	0.172871	4.25	0.04492	0	DKK2	201970	hCT10973.2	27123	dickkopf WNT signaling pathway inhibitor 2	DKK-2, DKK2
14.01	0.02	0.14	0.89124	0.94956	0.02	0.89124	0	NA	215869	hCT10978.3,hCT2340431	NA	NA	NA
14.5	-0.203	-1.23	0.22498	0.457368	1.51	0.22498	0	NA	116662	hCT10982.4	NA	NA	NA
7.03	-0.109	-0.33	0.73931	0.870861	0.11	0.73931	0	EGF	207397	hCT10983.2	1950	epidermal growth factor	HOMG4, URG, EGF
14.07	-0.199	-1.97	0.05496	0.196288	3.88	0.05496	0	NA	236802	hCT10984.2	NA	NA	NA
14.72	-0.407	-3.06	0.00377	0.034463	9.34	0.00377	-1	HEY1	121998	hCT10999.3	23462	hes related family bHLH transcription factor with YRPW motif 1	BHLHb31, CHF2, HERP2, HESR1, HRT-1, OAF1, hHRT1, HEY1
18.56	-0.033	-0.19	0.85216	0.931099	0.04	0.85216	0	NA	145718	hCT11005.3	NA	NA	NA
10.26	0.771	3.12	0.00316	0.03068	9.72	0.00316	1	E2F5	177811	hCT11007.3,hCT2258137	1875	E2F transcription factor 5	E2F-5, E2F5
14.11	-0.076	-0.54	0.59016	0.77774	0.29	0.59016	0	PLXND1	213175	hCT11013.3,hCT2319265	23129	plexin D1	PLEXD1, PLXND1
8.26	0.719	3.01	0.00431	0.037808	9.04	0.00431	1	RHO	205363	hCT11014.3	6010	rhodopsin	CSNBAD1, OPN2, RP4, RHO
12.24	0.288	2.22	0.03158	0.138335	4.92	0.03158	0	RPA4	205623	hCT11016.2	29935	replication protein A4	HSU24186, RPA4
16.41	0.584	5.33	0	0.000272	28.39	0	1	PUM1	146656	hCT11018.3,hCT1959875.1,hCT1959876.1,hCT2336072	9698	pumilio RNA binding family member 1	HSPUM, PUMH, PUMH1, PUML1, PUM1
9.3	-0.023	-0.14	0.89	0.948897	0.02	0.89	0	NA	232629	hCT11027.3	NA	NA	NA
8.46	0.858	2.8	0.00744	0.054032	7.85	0.00744	0	GJB1	104709	hCT11029.2,hCT2268602	2705	gap junction protein beta 1	CMTX, CMTX1, CX32, GJB1
15.84	0.2	1.67	0.10134	0.286049	2.8	0.10134	0	MLLT7	111253	hCT11030.2,hCT2268590	NA	NA	NA
12.05	-0.795	-5.18	1e-05	0.000376	26.8	1e-05	-1	MED12	216123	hCT11032.2,hCT2358978,hCT1962370.1,hCT2358979,hCT2358977	9968	mediator complex subunit 12	ARC240, CAGH45, FGS1, HOPA, MED12S, OHDOX, OKS, OPA1, TNRC11, TRAP230, MED12
9.57	0.26	1.32	0.19429	0.420325	1.74	0.19429	0	CXCR3	103589	hCT11036.1	2833	C-X-C motif chemokine receptor 3	CD182, CD183, CKR-L2, CMKAR3, GPR9, IP10-R, Mig-R, MigR, CXCR3
15.43	-0.078	-0.59	0.55748	0.754089	0.35	0.55748	0	RAD21	207077	hCT11041.2,hCT2297569	5885	RAD21 cohesin complex component	CDLS4, HR21, HRAD21, MCD1, NXP1, SCC1, hHR21, RAD21
7.78	0.067	0.24	0.80843	0.909148	0.06	0.80843	0	OR2V2	177011	hCT11044.3	285659	olfactory receptor family 2 subfamily V member 2	OR2V3, OST713, OR2V2
8.19	-0.147	-0.8	0.42711	0.653405	0.64	0.42711	0	NA	190371	hCT11045.3	NA	NA	NA
10.25	-0.468	-2.2	0.03299	0.142322	4.84	0.03299	0	GAMT	148943	hCT11054.3	2593	guanidinoacetate N-methyltransferase	CCDS2, HEL-S-20, PIG2, TP53I2, GAMT
12.24	0.027	0.21	0.83352	0.921302	0.04	0.83352	0	KIAA1115	205183	hCT11055.5,hCT1952460.3,hCT2350923	NA	NA	NA
11.51	0.434	3.1	0.00332	0.03165	9.62	0.00332	1	ZNF254,ZNF539	205804	hCT11057.4	NA	NA	NA
8.29	-0.64	-3.6	8e-04	0.012166	12.93	8e-04	-1	NA	113298	hCT11059.4	NA	NA	NA
9.38	0.219	0.99	0.32881	0.56607	0.97	0.32881	0	HEY2	186929	hCT11064.3	23493	hes related family bHLH transcription factor with YRPW motif 2	CHF1, GRIDLOCK, GRL, HERP1, HESR2, HRT2, bHLHb32, HEY2
10.53	-0.511	-4.37	7e-05	0.002347	19.07	7e-05	-1	NA	216002	hCT11071.2	NA	NA	NA
8.43	0.085	0.33	0.74399	0.873634	0.11	0.74399	0	NA	709632	hCT11076.3	NA	NA	NA
9.62	0.105	0.49	0.62786	0.803767	0.24	0.62786	0	DJ462O23.2	206398	hCT11081.3	NA	NA	NA
9.58	-0.13	-0.79	0.43126	0.656548	0.63	0.43126	0	LOC90529	209110	hCT11082.2,hCT2357811,hCT2357812,hCT1955745.1,hCT2256340	NA	NA	NA
10.55	0.168	1.57	0.12374	0.321602	2.46	0.12374	0	PNR	208861	hCT11083.2	NA	NA	NA
10.47	-0.601	-3.03	0.00409	0.036522	9.15	0.00409	-1	NA	133171	hCT11086.4	NA	NA	NA
11.67	0.223	2.18	0.03476	0.146916	4.74	0.03476	0	NA	118224	hCT11091.2	NA	NA	NA
8.27	0.337	1.82	0.07492	0.237744	3.32	0.07492	0	KCNN3	107737	hCT11092.2,hCT2352721,hCT2352720	3782	potassium calcium-activated channel subfamily N member 3	KCa2.3, SK3, SKCA3, hSK3, KCNN3
11.07	-0.21	-1.57	0.1228	0.320143	2.47	0.1228	0	EFNA3	148428	hCT11094.3,hCT1953601.1	1944	ephrin A3	EFL2, EPLG3, Ehk1-L, LERK3, EFNA3
10.51	-0.319	-1.76	0.08593	0.258968	3.08	0.08593	0	EFNA4	198749	hCT11095.2	1945	ephrin A4	EFL4, EPLG4, LERK4, EFNA4
8.23	0.333	1.21	0.2339	0.467471	1.46	0.2339	0	NA	232757	hCT11098.3	NA	NA	NA
18.44	0.282	2.5	0.0162	0.089519	6.24	0.0162	0	NA	213480	hCT11100.3	NA	NA	NA
13.27	-0.125	-1.13	0.26536	0.501763	1.27	0.26536	0	PTPN21	161671	hCT11101.3	11099	protein tyrosine phosphatase, non-receptor type 21	PTPD1, PTPRL10, PTPN21
16.39	0.065	0.38	0.70428	0.851529	0.15	0.70428	0	COX7B	123636	hCT11103.2	1349	cytochrome c oxidase subunit 7B	APLCC, LSDMCA2, COX7B
10.42	0.198	0.8	0.4303	0.655971	0.63	0.4303	0	ATP7A	159032	hCT11104.3,hCT2274806	538	ATPase copper transporting alpha	DSMAX, MK, MNK, SMAX3, ATP7A
11.94	-0.374	-1.24	0.22046	0.451978	1.54	0.22046	0	DKFZp564K142	187717	hCT11108.4,hCT1968108.2,hCT2349984	NA	NA	NA
15.87	-0.185	-1.14	0.25898	0.494828	1.31	0.25898	0	TDE2L	176083	hCT11114.4,hCT2340522,hCT2334534.1,hCT2359163,hCT2340523,hCT1953985.2	NA	NA	NA
8.6	-0.075	-0.32	0.75293	0.878776	0.1	0.75293	0	NA	211473	hCT11121.3	NA	NA	NA
9.89	0.176	0.91	0.3688	0.602854	0.82	0.3688	0	NA	213570	hCT11126.2	NA	NA	NA
11.09	0.023	0.14	0.88692	0.94756	0.02	0.88692	0	ATXN3	150628	hCT11128.3,hCT2329831,hCT1824525.1,hCT2356151	4287	ataxin 3	AT3, ATX3, JOS, MJD, MJD1, SCA3, ATXN3
12.67	0.34	2.46	0.01775	0.095152	6.06	0.01775	0	ATXN3	179124	hCT11128.3,hCT2329831,hCT2329832,hCT1824525.1,hCT2356151	4287	ataxin 3	AT3, ATX3, JOS, MJD, MJD1, SCA3, ATXN3
13.21	-0.107	-0.58	0.5645	0.759427	0.34	0.5645	0	ITPK1	188270	hCT11129.3,hCT2356153,hCT2332727,hCT2356152,hCT2332728	3705	inositol-tetrakisphosphate 1-kinase	ITRPK1, ITPK1
12.15	0.138	0.65	0.51656	0.724322	0.43	0.51656	0	MRPL44	179908	hCT11133.2,hCT2303013	65080	mitochondrial ribosomal protein L44	COXPD16, L44MT, MRP-L44, MRPL44
10.44	1.078	3.79	0.00045	0.008075	14.35	0.00045	1	SCG2	117895	hCT11134.3	7857	secretogranin II	CHGC, EM66, SN, SgII, SCG2
7.96	0.022	0.09	0.9298	0.969045	0.01	0.9298	0	CALML3	171555	hCT11136.3	810	calmodulin like 3	CLP, CALML3
10.19	0.669	2.52	0.0153	0.086318	6.36	0.0153	0	TUBAL3	215809	hCT11137.3	79861	tubulin alpha like 3	TUBAL3
8.27	0.013	0.08	0.93852	0.972882	0.01	0.93852	0	AKR1CL1	172734	hCT11138.3	NA	NA	NA
7.28	0.284	1.48	0.14508	0.353526	2.2	0.14508	0	NA	166466	hCT11139.2	NA	NA	NA
7.81	-0.222	-1	0.32207	0.55935	1	0.32207	0	NA	117328	hCT11143.2	NA	NA	NA
10.67	0.695	3.83	0.00039	0.007353	14.68	0.00039	1	STK17B	127002	hCT11150.2	9262	serine/threonine kinase 17b	DRAK2, STK17B
10.14	-0.247	-1.71	0.09409	0.273705	2.92	0.09409	0	KIAA0562	100405	hCT11151.4,hCT2291869,hCT1967875.1	NA	NA	NA
11.64	-0.461	-3.44	0.00126	0.016582	11.83	0.00126	-1	KIAA1185	144812	hCT11152.3,hCT2291873	NA	NA	NA
14.1	0.346	2.65	0.01092	0.069466	7.05	0.01092	0	LOC127262	183942	hCT11154.3	NA	NA	NA
8.76	-0.045	-0.15	0.88072	0.944805	0.02	0.88072	0	LRRC21	147278	hCT11160.3	NA	NA	NA
