A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	p.value.adj.BasalvsLP	p.value.adj.BasalvsML	p.value.adj.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL
4.15	-1.595	0.236	1.831	-1.81	0	2.59	0.05367	0.97385	0.01618	0.20436	1	0.254116	0	0	0	93691	Klf7
6.05	-0.191	-0.096	0.095	0	0	0	0.99958	0.99984	0.9999	1	1	1	0	0	0	12912	Creb1
2.71	1.128	0.076	-1.052	0.52	0	-0.22	0.30937	0.99904	0.41657	0.934361	1	1	0	0	0	67099	Mettl21a
0.17	0.501	0.813	0.312	0	0	0	0.90558	0.69821	0.95852	1	1	1	0	0	0	69941	2810408I11Rik
4.34	1.032	1.463	0.431	0.17	2.41	0	0.43636	0.02127	0.99079	1	0.086543	1	0	0	0	227210	Ccnyl1
6.01	-0.134	0.769	0.902	0	0	0	0.99523	0.79034	0.64484	1	1	1	0	0	0	14367	Fzd5
4.24	1.285	0.843	-0.442	1.91	0	0	0.04668	0.84749	0.9974	0.181472	1	1	0	0	0	241075	Plekhm3
-0.12	0.185	0.607	0.422	0	0	0	0.99172	0.9005	0.96363	1	1	1	0	0	0	667276	Gm8550
5.12	0.103	0.484	0.381	0	0	0	0.99993	0.99733	0.99926	1	1	1	0	0	0	15926	Idh1
5.26	-0.082	0.008	0.09	0	0	0	0.99911	0.99992	0.99926	1	1	1	0	0	0	18711	Pikfyve
7.07	-0.476	1.46	1.936	0	2.14	4.69	0.97899	0.03265	0.00079	1	0.1263	0.038143	0	0	1	17756	Map2
2.39	-2.242	0.25	2.491	-5.32	0	6.27	0.00036	0.98981	0.00012	0.002559	1	0.017425	-1	0	1	329178	Unc80
5.09	-0.259	-0.359	-0.1	0	0	0	0.99986	0.99966	0.99998	1	1	1	0	0	0	66646	Rpe
5.53	0.639	1.921	1.282	0	4.3	1.38	0.93919	0.00132	0.10195	1	0.007339	0.934065	0	1	0	68691	Kansl1l
7.03	0.183	0.66	0.477	0	0	0	0.99977	0.97675	0.99784	1	1	1	0	0	0	11363	Acadl
5.36	1.04	0.622	-0.418	0.35	0	0	0.36761	0.99532	0.99968	1	1	1	0	0	0	14768	Lancl1
1.74	-5.468	-4.298	1.17	-9.15	-6.67	0.56	1e-05	8e-05	0.29703	0.000143	0.000702	1	-1	-1	0	13869	Erbb4
3.76	0.55	1.372	0.822	0	1.34	0	0.93389	0.10916	0.73176	1	0.373116	1	0	0	0	22779	Ikzf2
1.58	2.653	2.752	0.099	8.11	8.87	0	2e-05	1e-05	0.99879	0.000254	0.000143	1	1	1	0	12021	Bard1
-0.67	5.823	4.131	-1.693	5.96	4.35	-0.8	0.00019	0.00129	0.23188	0.001481	0.007155	1	1	1	0	74591	Abca12
6.07	0.676	0.406	-0.27	0	0	0	0.9483	0.99519	0.99893	1	1	1	0	0	0	108147	Atic
6.7	-0.189	1.522	1.711	0	0.9	1.33	0.93756	0.19754	0.111	1	0.626964	0.995531	0	0	0	14268	Fn1
2.03	3.847	4.394	0.547	5.42	6.64	0	0.00033	9e-05	0.78608	0.002366	0.000722	1	1	1	0	381269	Mreg
2.93	0.545	0.527	-0.017	0	0	0	0.9845	0.98795	0.99995	1	1	1	0	0	0	111175	Pecr
4.9	1.953	1.349	-0.604	6.59	2.53	0	9e-05	0.01783	0.98885	0.000791	0.073667	1	1	0	0	22596	Xrcc5
4.72	0.659	0.688	0.029	0	0	0	0.97085	0.96267	0.99997	1	1	1	0	0	0	54380	Smarcal1
3.57	0.004	0.156	0.152	0	0	0	1	0.99994	0.99995	1	1	1	0	0	0	19981	Rpl37a
3.63	6.287	8.115	1.828	10.97	12.99	1.46	0	0	0.09235	5.7e-05	2.3e-05	0.87558	1	1	0	16008	Igfbp2
12.25	-1.108	1.091	2.199	-0.35	0.3	4.36	0.36639	0.38435	0.00123	1	1	0.046546	0	0	1	16011	Igfbp5
2.99	-3.616	-0.269	3.347	-8.67	0	7.96	1e-05	0.97032	2e-05	0.00018	1	0.010232	-1	0	1	723792	Pinc
-0.79	-3.629	-0.68	2.948	-5.2	0	4.07	0.00043	0.71358	0.00184	0.002922	1	0.060061	-1	0	0	78718	D530049I02Rik
5.19	3.421	4.089	0.667	10.24	12.85	0	0	0	0.89987	7.5e-05	2.3e-05	1	1	1	0	21961	Tns1
0.31	3.127	3.807	0.68	3.15	3.98	0	0.00698	0.00213	0.68654	0.033133	0.011124	1	1	1	0	435626	Rufy4
7.63	0.144	0.076	-0.068	0	0	0	0.99997	0.99999	0.99999	1	1	1	0	0	0	76709	Arpc2
7.37	0.019	-0.038	-0.057	0	0	0	1	1	1	1	1	1	0	0	0	227290	Aamp
3.59	0.976	0.854	-0.122	0	0	0	0.56489	0.83766	0.99988	1	1	1	0	0	0	56695	Pnkd
7.37	-1.191	-0.547	0.643	-0.79	0	0	0.22573	0.95185	0.92478	0.718054	1	1	0	0	0	69660	Tmbim1
5.79	-0.025	0.09	0.115	0	0	0	0.99998	0.99992	0.99993	1	1	1	0	0	0	227292	Ctdsp1
6.24	0.43	0.236	-0.194	0	0	0	0.9784	0.99432	0.99698	1	1	1	0	0	0	319651	Usp37
5.12	0.553	0.212	-0.341	0	0	0	0.98123	0.99902	0.99758	1	1	1	0	0	0	58184	Cnot9
0.21	2.226	2.359	0.133	2.38	2.69	0	0.02262	0.01381	0.95995	0.095167	0.058565	1	0	0	0	18802	Plcd4
5.56	0.824	1.167	0.343	0	1.24	0	0.88621	0.12578	0.99952	1	0.423105	1	0	0	0	77264	Zfp142
3.69	-0.198	-0.229	-0.031	0	0	0	0.99863	0.99841	0.99988	1	1	1	0	0	0	66821	Bcs1l
4.83	0.154	-0.096	-0.249	0	0	0	0.99941	0.99972	0.999	1	1	1	0	0	0	57751	Rnf25
2.84	0.188	-0.706	-0.894	0	0	0	0.99832	0.92262	0.70544	1	1	1	0	0	0	269209	Stk36
5.41	-0.249	-0.105	0.145	0	0	0	0.99343	0.99804	0.99777	1	1	1	0	0	0	67534	Ttll4
0.83	2.81	2.695	-0.115	5.54	5.53	0	0.00028	0.00028	0.98901	0.002069	0.001929	1	1	1	0	104086	Cyp27a1
1.55	5.608	7.304	1.696	10.4	11.86	1.24	0	0	0.12646	7.2e-05	3.3e-05	1	1	1	0	22420	Wnt6
1.21	8.906	8.095	-0.811	16.21	17.36	0	0	0	0.64091	1.1e-05	7e-06	1	1	1	0	22409	Wnt10a
1.46	0.128	0.358	0.23	0	0	0	0.99884	0.99317	0.99737	1	1	1	0	0	0	75570	Nhej1
0.7	0.084	0.021	-0.063	0	0	0	0.99666	0.9993	0.99785	1	1	1	0	0	0	22626	Slc23a3
5.3	-1.179	-1.012	0.166	-1.12	-0.08	0	0.14716	0.47043	0.99978	0.495835	1	1	0	0	0	69171	Cnppd1
6.12	-1.024	-1.264	-0.24	-0.16	-1.7	0	0.44025	0.06345	0.99962	1	0.230086	1	0	0	0	227298	Fam134a
4.1	-0.993	-1.188	-0.195	0	-1.42	0	0.51965	0.09691	0.99991	1	0.336531	1	0	0	0	68818	Zfand2b
3.83	0.179	-0.174	-0.354	0	0	0	0.99649	0.99721	0.98995	1	1	1	0	0	0	74104	Abcb6
5.59	-0.752	-0.388	0.364	0	0	0	0.94088	0.9987	0.99929	1	1	1	0	0	0	245860	Atg9a
3.9	-1.187	-1.037	0.149	-1.2	-0.24	0	0.13211	0.40734	0.99985	0.451142	1	1	0	0	0	52231	Ankzf1
3.12	0.867	0.294	-0.573	0	0	0	0.76552	0.99871	0.98145	1	1	1	0	0	0	74577	Glb1l
5.2	0.247	-0.26	-0.508	0	0	0	0.99992	0.99993	0.99916	1	1	1	0	0	0	20872	Stk16
8.23	-0.445	-0.387	0.057	0	0	0	0.99415	0.99638	0.99991	1	1	1	0	0	0	22145	Tuba4a
6.28	-0.793	-0.76	0.033	0	0	0	0.88436	0.91442	0.99996	1	1	1	0	0	0	56812	Dnajb2
1.28	-1.132	-0.079	1.053	-0.41	0	0.17	0.34738	0.99325	0.43574	1	1	1	0	0	0	19275	Ptprn
5.66	-0.511	-1.672	-1.161	0	-4.11	-1.04	0.99081	0.00172	0.16342	1	0.009262	1	0	-1	0	13437	Dnpep
0.61	3.911	1.57	-2.34	7.66	1.95	-3.55	3e-05	0.0438	0.00379	0.000347	0.164929	0.09468	1	0	0	13346	Des
3.75	4.059	2.209	-1.85	10.76	5.18	-3.03	0	0.00043	0.00825	6e-05	0.002746	0.158389	1	1	0	11790	Speg
5.03	-0.136	-0.484	-0.348	0	0	0	0.99994	0.99835	0.99969	1	1	1	0	0	0	69080	Gmppa
-1.85	3.052	2.371	-0.682	3.45	2.56	0	0.00447	0.01689	0.70395	0.02239	0.070144	1	1	0	0	241118	Asic4
5.8	0.887	1.016	0.129	0	0.12	0	0.78771	0.45376	0.99995	1	1	1	0	0	0	74241	Chpf
2	1.598	2.048	0.45	2.11	3.69	0	0.034	0.00311	0.94822	0.137558	0.015461	1	0	1	0	319998	Tmem198
4.65	2.26	2.12	-0.14	10.51	9.59	0	0	1e-05	0.99996	6.7e-05	9.4e-05	1	1	1	0	98733	Obsl1
1.63	1.068	-0.528	-1.596	0.22	0	-2.02	0.41712	0.94075	0.03925	1	1	0.484662	0	0	0	16322	Inha
4.91	-0.617	-1.035	-0.417	0	-0.31	0	0.99522	0.38199	0.99973	1	1	1	0	0	0	71728	Stk11ip
4.54	1.101	0.694	-0.407	0.55	0	0	0.29791	0.93927	0.99497	0.905371	1	1	0	0	0	20536	Slc4a3
4.79	2.444	3.63	1.186	7.56	13.06	0.94	3e-05	0	0.18641	0.000369	2.1e-05	1	1	1	0	13838	Epha4
5.64	0.418	-0.079	-0.497	0	0	0	0.9981	0.99993	0.99699	1	1	1	0	0	0	23874	Farsb
7.02	-0.449	0.173	0.622	0	0	0	0.9858	0.99827	0.95821	1	1	1	0	0	0	74205	Acsl3
4.96	0.166	0.958	0.792	0	0	0	0.99982	0.61121	0.91237	1	1	1	0	0	0	195434	Utp14b
0.3	2.059	2.079	0.02	1.99	2.08	0	0.04132	0.03585	0.99423	0.163069	0.13729	1	0	0	0	57814	Kcne4
3.05	-0.945	-0.262	0.683	0	0	0	0.60536	0.99692	0.93276	1	1	1	0	0	0	252903	Ap1s3
5.72	-1.087	-1.337	-0.25	-0.61	-2.38	0	0.2796	0.02237	0.99977	0.857451	0.090615	1	0	0	0	69368	Wdfy1
3.71	-0.195	-0.242	-0.047	0	0	0	0.99978	0.99971	0.99997	1	1	1	0	0	0	69163	Mrpl44
1.99	2.54	3.024	0.484	5.81	7.67	0	2e-04	3e-05	0.94499	0.001588	0.000317	1	1	1	0	20720	Serpine2
7.54	-0.03	0.163	0.193	0	0	0	0.9998	0.99862	0.99889	1	1	1	0	0	0	26554	Cul3
0.56	3.826	4.575	0.749	4.66	5.84	0	0.00084	0.00021	0.655	0.005284	0.001486	1	1	1	0	210293	Dock10
5.81	-1.582	-0.519	1.063	-1.46	0	0.17	0.09165	0.87134	0.43481	0.329173	1	1	0	0	0	16367	Irs1
5.86	0.134	-0.944	-1.078	0	0	-0.53	0.99975	0.63536	0.30663	1	1	1	0	0	0	76867	Rhbdd1
-0.1	1.655	2.549	0.895	1.83	4.12	0	0.05233	0.00169	0.60275	0.199907	0.009105	1	0	1	0	12829	Col4a4
-0.33	2.557	3.22	0.663	3.6	5.11	0	0.00355	0.00047	0.75531	0.01831	0.002971	1	1	1	0	12828	Col4a3
5.45	0.238	0.11	-0.128	0	0	0	0.99991	0.99998	0.99998	1	1	1	0	0	0	75734	Mff
0.35	-0.074	-0.27	-0.196	0	0	0	0.99644	0.98457	0.99062	1	1	1	0	0	0	100044526	Gm17764
6.72	-0.658	0.079	0.737	0	0	0	0.93865	0.99948	0.90434	1	1	1	0	0	0	15463	Agfg1
-0.68	0.596	2.208	1.612	0	2.15	1.1	0.78893	0.03197	0.15166	1	0.124088	1	0	0	0	80721	Slc19a3
-0.66	-4.872	-3.752	1.121	-5.04	-3.54	0.24	0.00054	0.004	0.41082	0.003581	0.019361	1	-1	-1	0	20297	Ccl20
-0.7	1.83	3.095	1.266	1.87	4.41	0.53	0.04949	0.00115	0.30614	0.19045	0.006472	1	0	1	0	98496	Pid1
8.33	0.097	0.061	-0.037	0	0	0	0.99996	0.99998	0.99999	1	1	1	0	0	0	14897	Trip12
0.65	-1.041	-1.976	-0.934	-0.12	-3.11	0	0.45263	0.00723	0.58719	1	0.032776	1	0	-1	0	66153	Fbxo36
1.6	-0.589	-0.143	0.446	0	0	0	0.92583	0.99585	0.97221	1	1	1	0	0	0	109032	Sp110
3.22	-0.312	0.373	0.684	0	0	0	0.99742	0.99523	0.94165	1	1	1	0	0	0	434484	Sp140
2.07	-0.1	-0.13	-0.03	0	0	0	0.99778	0.99739	0.99949	1	1	1	0	0	0	20684	Sp100
7.45	-0.605	-0.297	0.308	0	0	0	0.96356	0.9969	0.99776	1	1	1	0	0	0	12283	Cab39
7.69	1.463	0.786	-0.676	3.95	0	0	0.00213	0.94592	0.99202	0.011748	1	1	1	0	0	64294	Itm2c
0.26	2.341	4.7	2.359	2.57	5.37	1.94	0.01664	0.00036	0.04488	0.072287	0.002358	0.536002	0	1	0	72792	2810459M11Rik
7.36	0.223	0.131	-0.092	0	0	0	0.99985	0.99994	0.99998	1	1	1	0	0	0	70247	Psmd1
3.42	1.059	0.799	-0.259	0.38	0	0	0.35568	0.89588	0.99939	1	1	1	0	0	0	78795	Armc9
2.52	-1.313	-3.874	-2.562	-0.89	-8.98	-5.41	0.20002	1e-05	0.00032	0.646874	0.000135	0.025116	0	-1	-1	227327	B3gnt7
10.21	0.19	0.713	0.523	0	0	0	0.99913	0.92758	0.99095	1	1	1	0	0	0	17975	Ncl
-0.12	-0.081	1.702	1.783	0	1.47	1.67	0.98638	0.08959	0.06659	1	0.313652	0.706025	0	0	0	100303740	Snora75
8.07	0.514	0.226	-0.288	0	0	0	0.99671	0.99979	0.9998	1	1	1	0	0	0	19231	Ptma
2.91	1.483	0.407	-1.076	1.85	0	-0.3	0.05112	0.98269	0.38747	0.195666	1	1	0	0	0	18582	Pde6d
3.18	0.517	0.352	-0.166	0	0	0	0.99056	0.99824	0.99961	1	1	1	0	0	0	26895	Cops7b
-0.64	3.434	2.18	-1.254	4.48	2.57	-0.45	0.00106	0.0166	0.33385	0.006401	0.069064	1	1	0	0	18159	Nppc
4.57	-0.852	-0.834	0.019	0	0	0	0.81642	0.84547	0.99998	1	1	1	0	0	0	208718	Dis3l2
-2.65	4.531	5.524	0.993	5.78	7.23	0	0.00022	5e-05	0.51456	0.001704	0.000462	1	1	1	0	13599	Ecel1
6.03	0.273	0.261	-0.013	0	0	0	0.99985	0.99987	1	1	1	1	0	0	0	26987	Eif4e2
1.98	-0.258	1.275	1.533	0	1.15	2.29	0.99546	0.14125	0.02565	1	0.468473	0.357687	0	0	0	98363	Efhd1
6.13	-0.655	-0.803	-0.148	0	0	0	0.98726	0.9216	0.99996	1	1	1	0	0	0	227331	Gigyf2
-0.37	1.152	1.725	0.573	0.41	1.92	0	0.34825	0.04572	0.84809	1	0.171571	1	0	0	0	100040591	Kcnj13
0.06	-3.137	-4.375	-1.238	-4.94	-8.08	-0.79	0.00058	2e-05	0.22636	0.003848	0.000244	1	-1	-1	0	73234	3110079O15Rik
3.54	-3.954	-4.228	-0.274	-17.6	-19.36	0	0	0	0.99985	8e-06	5e-06	1	-1	-1	0	53972	Ngef
-0.27	0.473	0.557	0.084	0	0	0	0.88004	0.84627	0.98524	1	1	1	0	0	0	620454	Gm6153
-0.42	-2.957	-3.228	-0.271	-4.8	-5.54	0	0.00069	0.00028	0.97688	0.00447	0.001925	1	-1	-1	0	23956	Neu2
5.16	0.119	-0.146	-0.265	0	0	0	0.9986	0.99834	0.9965	1	1	1	0	0	0	77040	Atg16l1
6.65	-1.117	-0.592	0.525	-0.8	0	0	0.22308	0.98834	0.99591	0.710423	1	1	0	0	0	227333	Dgkd
3.93	0.506	0.888	0.382	0	0	0	0.99811	0.80675	0.99951	1	1	1	0	0	0	227334	Usp40
-0.06	5.256	6.813	1.557	7.47	9.32	0.81	4e-05	1e-05	0.22386	0.00041	0.000118	1	1	1	0	394435	Ugt1a6b
1.16	5.233	6.877	1.644	7.7	9.55	0.96	3e-05	1e-05	0.1848	0.000347	0.000104	1	1	1	0	94284	Ugt1a6a
3.16	0.514	0.514	0	0	0	0	0.99501	0.99558	1	1	1	1	0	0	0	381280	Hjurp
5.71	3.14	2.894	-0.246	6.35	5.73	0	0.00011	0.00022	0.97953	0.000976	0.001592	1	1	1	0	320982	Arl4c
6.64	-1.407	-1.478	-0.071	-2.53	-2.97	0	0.01757	0.00902	0.99992	0.07585	0.0401	1	0	-1	0	98402	Sh3bp4
6.22	-0.743	-1.348	-0.604	0	-3.04	0	0.97265	0.00805	0.997	1	0.036165	1	0	-1	0	347722	Agap1
5.55	1.215	3.238	2.023	0.91	8.87	4.3	0.19561	1e-05	0.00133	0.634903	0.000143	0.049233	0	1	1	12778	Ackr3
6.06	0.338	0.283	-0.056	0	0	0	0.99989	0.99994	1	1	1	1	0	0	0	108679	Cops8
7.34	-2.053	-3.104	-1.051	-2.57	-5.04	-0.13	0.01676	0.00051	0.45006	0.072717	0.003213	1	0	-1	0	12835	Col6a3
6.05	-4.872	-6.208	-1.336	-16.43	-21.85	-1.76	0	0	0.05837	9e-06	3e-06	0.645424	-1	-1	0	171531	Mlph
3.63	-5.024	-4.921	0.103	-19.17	-18.7	0	0	0	0.99994	6e-06	5e-06	1	-1	-1	0	19329	Rab17
7.68	-1.816	-1.091	0.724	-3.98	-0.45	0	0.00206	0.33301	0.90524	0.011431	0.980079	1	-1	0	0	16978	Lrrfip1
4.64	-0.788	1.01	1.798	0	0.05	4.01	0.84176	0.481	0.00197	1	1	0.062725	0	0	0	51801	Ramp1
5.57	-1.129	-0.462	0.667	-0.72	0	0	0.24624	0.99131	0.95874	0.770475	1	1	0	0	0	67921	Ube2f
4.03	-0.27	0.057	0.327	0	0	0	0.99936	0.99993	0.99913	1	1	1	0	0	0	665783	Gm7785
4.76	-2.016	-1.825	0.191	-7.17	-5.83	0	5e-05	2e-04	0.9999	0.000493	0.001448	1	-1	-1	0	50880	Scly
0.82	-3.005	-1.754	1.251	-8.07	-2.93	1.16	2e-05	0.00953	0.13937	0.000261	0.04213	1	-1	-1	0	227357	Espnl
1.2	-1.022	-0.407	0.615	-0.08	0	0	0.46971	0.9639	0.90549	1	1	1	0	0	0	227358	Erfe
5.39	-0.214	-0.305	-0.091	0	0	0	0.99997	0.99993	0.99999	1	1	1	0	0	0	67444	Ilkap
3.52	-0.969	-1.385	-0.416	0	-2.16	0	0.5653	0.03131	0.99601	1	0.121692	1	0	0	0	55927	Hes6
7.76	-2.052	-1.713	0.339	-3.38	-2.29	0	0.00488	0.02577	0.97361	0.024182	0.102757	1	-1	0	0	18627	Per2
3.5	-0.386	-1.16	-0.774	0	-0.75	0	0.98711	0.23612	0.84577	1	0.733944	1	0	0	0	74019	Traf3ip1
3.32	0.523	0.15	-0.373	0	0	0	0.99535	0.9999	0.99912	1	1	1	0	0	0	65247	Asb1
5.16	0.975	0.865	-0.11	0	0	0	0.56951	0.82862	0.99995	1	1	1	0	0	0	208727	Hdac4
6.1	0.067	-0.143	-0.21	0	0	0	0.99999	0.99997	0.99997	1	1	1	0	0	0	67273	Ndufa10
4.67	0.378	-0.098	-0.476	0	0	0	0.99824	0.99989	0.99656	1	1	1	0	0	0	66915	Cops9
6.14	2.813	0.854	-1.958	7.11	0	-4.06	5e-05	0.71546	0.00184	0.00052	1	0.060061	1	0	0	14733	Gpc1
2.68	0.096	0.012	-0.085	0	0	0	0.99971	0.99997	0.99979	1	1	1	0	0	0	67446	Dusp28
5.73	-0.534	-0.452	0.083	0	0	0	0.99901	0.99964	1	1	1	1	0	0	0	108657	Rnpepl1
3.01	0.337	-0.218	-0.556	0	0	0	0.99757	0.99936	0.98628	1	1	1	0	0	0	23830	Capn10
0.33	0.735	1.224	0.488	0	0.7	0	0.78963	0.25275	0.9225	1	0.777458	1	0	0	0	64095	Gpr35
1.5	6.412	4.826	-1.586	7.87	7.73	-0.84	3e-05	3e-05	0.2153	0.000318	0.000313	1	1	1	0	16560	Kif1a
1.65	4.78	3.828	-0.953	6.04	5.46	0	0.00017	0.00031	0.53663	0.001335	0.002116	1	1	1	0	71874	2310007B03Rik
3.83	0.423	0.363	-0.06	0	0	0	0.91375	0.93689	0.99245	1	1	1	0	0	0	208777	Sned1
4.24	0.151	-0.055	-0.206	0	0	0	0.99643	0.999	0.99553	1	1	1	0	0	0	69821	Mterf4
2.91	1.722	1.218	-0.504	4.07	1.31	0	0.00181	0.1127	0.98781	0.010231	0.383852	1	1	0	0	269224	Pask
5.32	-0.081	-0.505	-0.424	0	0	0	0.99999	0.99923	0.99978	1	1	1	0	0	0	66385	Ppp1r7
10.03	-0.262	0.169	0.431	0	0	0	0.99975	0.9999	0.99927	1	1	1	0	0	0	110611	Hdlbp
8	0.572	0.551	-0.021	0	0	0	0.99557	0.99645	1	1	1	1	0	0	0	18000	Sept2
4.2	-1.176	-0.353	0.823	-1.16	0	0	0.13928	0.99847	0.87268	0.472436	1	1	0	0	0	227377	Farp2
6.95	-0.81	-0.459	0.351	0	0	0	0.93257	0.99926	0.99986	1	1	1	0	0	0	59041	Stk25
2.13	4.763	4.082	-0.681	13.38	12.68	0	0	0	0.84372	2.2e-05	2.4e-05	1	1	1	0	51800	Bok
4.76	0.467	0.065	-0.402	0	0	0	0.99571	0.99992	0.99821	1	1	1	0	0	0	67026	Thap4
5.63	-0.078	-0.158	-0.08	0	0	0	0.99999	0.99997	0.99999	1	1	1	0	0	0	66615	Atg4b
4.76	1.04	0.62	-0.421	0.25	0	0	0.40385	0.97966	0.99718	1	1	1	0	0	0	21915	Dtymk
5.87	-0.058	0.282	0.34	0	0	0	0.99998	0.99973	0.9997	1	1	1	0	0	0	66262	Ing5
1.92	-0.463	-0.753	-0.29	0	0	0	0.98522	0.8789	0.99723	1	1	1	0	0	0	98314	D2hgdh
3.73	-0.417	-0.549	-0.132	0	0	0	0.99223	0.9792	0.99947	1	1	1	0	0	0	67698	Fam174a
4.61	-0.621	-1.229	-0.607	0	-1.57	0	0.98229	0.07764	0.98909	1	0.275969	1	0	0	0	52392	D1Ertd622e
5.94	0.026	0.076	0.05	0	0	0	0.99983	0.9995	0.99978	1	1	1	0	0	0	227399	Ppip5k2
1.95	-0.121	-0.271	-0.15	0	0	0	0.99957	0.99868	0.99958	1	1	1	0	0	0	252876	Gin1
7.11	0.291	-0.674	-0.964	0	0	0	0.99938	0.97137	0.59987	1	1	1	0	0	0	18484	Pam
2.75	0.265	0.191	-0.075	0	0	0	0.99886	0.99949	0.99985	1	1	1	0	0	0	100504494	NA
0.57	2.965	1.813	-1.152	5.38	2.62	-0.41	0.00034	0.01547	0.34686	0.002421	0.0647	1	1	0	0	320311	Rnf152
6.21	0.372	0.053	-0.319	0	0	0	0.99974	0.99999	0.9999	1	1	1	0	0	0	27392	Pign
6.03	-0.779	-0.495	0.284	0	0	0	0.9303	0.99719	0.99977	1	1	1	0	0	0	227446	2310035C23Rik
3.29	0.004	-0.33	-0.334	0	0	0	1	0.99944	0.99945	1	1	1	0	0	0	100042023	Gm10193
4.17	-0.145	2.151	2.296	0	3.59	4.22	0.9934	0.00359	0.00149	1	0.017583	0.05307	0	1	0	21934	Tnfrsf11a
5.73	0.707	1.188	0.481	0	1.11	0	0.93864	0.15042	0.99387	1	0.493895	1	0	0	0	227449	Zcchc2
6.35	-1.332	-0.414	0.919	-2.39	0	0	0.02212	0.99853	0.72581	0.093321	1	1	0	0	0	98432	Phlpp1
5.35	-1.943	0.526	2.468	-3.9	0	6.22	0.00231	0.95212	0.00013	0.012616	1	0.017896	-1	0	1	12043	Bcl2
5.22	-0.246	-0.075	0.171	0	0	0	0.99974	0.99996	0.99991	1	1	1	0	0	0	70750	Kdsr
6.78	-0.648	-0.483	0.165	0	0	0	0.96902	0.99347	0.99975	1	1	1	0	0	0	20479	Vps4b
7.21	0.889	0.876	-0.013	0	0	0	0.69476	0.71514	0.99993	1	1	1	0	0	0	20724	Serpinb5
2.91	5.943	6.545	0.601	7.89	8.15	0	3e-05	2e-05	0.73012	0.000309	0.000245	1	1	1	0	66957	Serpinb11
0.81	5.185	0.51	-4.674	3.44	0	-3.12	0.00496	0.76555	0.00782	0.024552	1	0.152624	1	0	0	18788	Serpinb2
-0.14	7.536	7.729	0.194	9.99	10.47	0	1e-05	0	0.91836	9.3e-05	6.3e-05	1	1	1	0	241197	Serpinb10
2.25	-0.825	0.18	1.005	0	0	0.02	0.71592	0.98852	0.4934	1	1	1	0	0	0	20725	Serpinb8
-1.23	-2.874	1.036	3.909	-3.66	0.06	5.12	0.00326	0.48428	0.00047	0.016958	1	0.028455	-1	0	1	227485	Cdh19
4.63	0.692	1.935	1.243	0	5.88	1.57	0.96128	0.00019	0.07718	1	0.001388	0.779761	0	1	0	319901	Dsel
5.81	-0.002	-0.282	-0.28	0	0	0	1	0.99974	0.99983	1	1	1	0	0	0	22099	Tsn
5.76	0.466	0.785	0.319	0	0	0	0.9957	0.8995	0.99917	1	1	1	0	0	0	67949	Nifk
6.63	0.371	0.541	0.17	0	0	0	0.99978	0.99849	0.99998	1	1	1	0	0	0	76707	Clasp1
5.73	-2.637	-2.538	0.099	-6.9	-6.48	0	6e-05	1e-04	0.999	0.000614	0.000801	1	-1	-1	0	81879	Tfcp2l1
1.3	1.021	0.619	-0.402	0.07	0	0	0.47203	0.9001	0.96439	1	1	1	0	0	0	14633	Gli2
6.46	-4.792	-4.492	0.3	-26.29	-24.2	0	0	0	0.99971	3e-06	3e-06	1	-1	-1	0	16324	Inhbb
6.29	-1.798	-1.047	0.751	-4.19	-0.25	0	0.00154	0.40542	0.90047	0.008849	1	1	-1	0	0	64143	Ralb
5.3	-0.15	0.15	0.3	0	0	0	0.99997	0.99997	0.99992	1	1	1	0	0	0	226351	Tmem185b
5.22	-2.029	-2.049	-0.02	-7.91	-8.09	0	2e-05	2e-05	1	0.000289	0.000236	1	-1	-1	0	226352	Epb41l5
5.31	-0.44	-0.326	0.114	0	0	0	0.9747	0.98821	0.99821	1	1	1	0	0	0	19258	Ptpn4
0.77	-0.096	-1.452	-1.356	0	-1.79	-1.41	0.99622	0.05548	0.09851	1	0.203695	0.911104	0	0	0	66343	Tmem177
-0.14	0.022	0.84	0.818	0	0	0	0.9984	0.67489	0.69878	1	1	1	0	0	0	170706	Tmem37
6.47	-1.334	-0.358	0.976	-1.69	0	0	0.06459	0.99427	0.5508	0.240946	1	1	0	0	0	13167	Dbi
0.79	0.339	0.438	0.099	0	0	0	0.98479	0.97321	0.99755	1	1	1	0	0	0	73103	3110009E18Rik
3.66	-0.888	0.415	1.303	0	0	1.39	0.69024	0.9826	0.10134	1	1	0.930967	0	0	0	68428	Steap3
5.12	0.644	-0.227	-0.871	0	0	0	0.98283	0.99979	0.8216	1	1	1	0	0	0	72999	Insig2
4.65	-0.229	0.081	0.31	0	0	0	0.99909	0.99979	0.99859	1	1	1	0	0	0	70829	Ccdc93
3.3	0.424	0.519	0.094	0	0	0	0.99787	0.995	0.99991	1	1	1	0	0	0	66942	Ddx18
7.46	0.444	0.801	0.357	0	0	0	0.99936	0.93935	0.99986	1	1	1	0	0	0	74117	Actr3
6.51	-0.482	-1.149	-0.667	0	-1.2	0	0.99848	0.13208	0.98977	1	0.441885	1	0	0	0	74150	Slc35f5
