A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
5.41	-0.289	-0.66	0.51977	0.853967	0.44	0.51977	0	A_23_P59294	6239	RREB1
3.61	0.131	0.33	0.749	0.938048	0.11	0.749	0	NA	NA	NA
5.27	-0.82	-2.16	0.05042	0.43739	4.65	0.05042	0	A_32_P167904	NA	
4.71	0.742	1.87	0.08475	0.511885	3.48	0.08475	0	NA	NA	NA
5.69	0.233	0.46	0.65522	0.90709	0.21	0.65522	0	A_23_P397308	89953	KLC4
7.62	-0.381	-0.61	0.55251	0.867847	0.37	0.55251	0	A_23_P300150	4772	NFATC1
4.33	-0.501	-1.1	0.29073	0.725936	1.21	0.29073	0	A_24_P261470	9379	NRXN2
8.62	-0.245	-0.54	0.60031	0.886776	0.29	0.60031	0	A_23_P216894	79109	MAPKAP1
3.85	-0.409	-1.02	0.32664	0.74811	1.04	0.32664	0	A_23_P334798	79442	LRRC2
10.65	0.205	0.39	0.70489	0.923321	0.15	0.70489	0	NA	NA	NA
3.78	-0.391	-1.22	0.24416	0.689766	1.49	0.24416	0	A_23_P86801	5913	RAPSN
10.12	0.499	1.31	0.21351	0.663936	1.71	0.21351	0	NA	NA	NA
11.33	-0.227	-0.51	0.61899	0.893515	0.26	0.61899	0	A_23_P98382	26521	TIMM8B
12.64	-0.092	-0.32	0.75324	0.939586	0.1	0.75324	0	NA	NA	NA
3.28	0.27	0.94	0.36589	0.774915	0.88	0.36589	0	NA	NA	NA
4.14	-0.385	-0.72	0.48154	0.838281	0.53	0.48154	0	NA	NA	NA
6.25	-0.314	-0.9	0.38306	0.786021	0.81	0.38306	0	A_23_P419947	4291	MLF1
6.13	0.261	0.93	0.36811	0.776153	0.87	0.36811	0	NA	NA	NA
11.77	-0.339	-1.01	0.33043	0.751005	1.02	0.33043	0	NA	NA	NA
4.22	0.827	2.18	0.04786	0.4321	4.77	0.04786	0	NA	NA	NA
4.26	-0.168	-0.21	0.83655	0.962975	0.04	0.83655	0	A_23_P113793	79413	ZBED2
3.92	0.133	0.44	0.66926	0.910907	0.19	0.66926	0	A_24_P392632	80036	TRPM3
4.69	0.465	1.52	0.15157	0.603639	2.32	0.15157	0	NA	NA	NA
3.97	-0.177	-0.33	0.74406	0.936101	0.11	0.74406	0	NA	NA	NA
4.78	-0.569	-1.36	0.19575	0.645782	1.86	0.19575	0	NA	NA	NA
7.99	-0.005	-0.01	0.98965	0.997478	0	0.98965	0	NA	NA	NA
9.55	-0.376	-0.64	0.53257	0.859538	0.41	0.53257	0	NA	NA	NA
11.21	0.163	0.5	0.62218	0.894359	0.25	0.62218	0	NA	NA	NA
11.68	0.087	0.27	0.79316	0.951018	0.07	0.79316	0	NA	NA	NA
4.01	0.703	1.73	0.10694	0.546505	3	0.10694	0	NA	NA	NA
3.5	-0.075	-0.2	0.8475	0.965555	0.04	0.8475	0	A_32_P509677	284805	FLJ33706
9.13	0.577	1.78	0.09856	0.533701	3.17	0.09856	0	NA	NA	NA
9.79	-0.217	-0.65	0.53005	0.858257	0.42	0.53005	0	NA	NA	NA
7.17	-0.311	-0.99	0.34041	0.758165	0.98	0.34041	0	NA	NA	NA
3.74	-1.136	-2.4	0.03204	0.376786	5.76	0.03204	0	A_24_P353638	57823	SLAMF7
6.57	0.586	1.58	0.13836	0.587444	2.49	0.13836	0	NA	NA	NA
3.23	0.036	0.1	0.92364	0.982872	0.01	0.92364	0	NA	NA	NA
3.55	0.093	0.25	0.80643	0.954765	0.06	0.80643	0	A_23_P416666	84694	CX62
3.29	-0.141	-0.34	0.74099	0.935065	0.11	0.74099	0	NA	NA	NA
4.42	0.819	2.11	0.05457	0.447276	4.46	0.05457	0	NA	NA	NA
5.45	-0.317	-0.62	0.54376	0.864734	0.39	0.54376	0	NA	NA	NA
6.36	-1.434	-2.08	0.05827	0.457024	4.31	0.05827	0	A_24_P156490	3778	KCNMA1
4.4	2.488	3.57	0.00345	0.177528	12.71	0.00345	0	NA	NA	NA
3.88	-0.223	-0.34	0.74273	0.93559	0.11	0.74273	0	NA	NA	NA
11.3	0.966	3.27	0.00611	0.217511	10.68	0.00611	0	NA	NA	NA
5.02	0.779	2.34	0.03572	0.391451	5.49	0.03572	0	NA	NA	NA
3.93	0.518	1.27	0.22667	0.676661	1.61	0.22667	0	NA	NA	NA
4.97	0.287	0.7	0.49573	0.845142	0.49	0.49573	0	NA	NA	NA
9.2	-0.401	-1.46	0.16756	0.620558	2.14	0.16756	0	NA	NA	NA
3.62	0.582	1.47	0.16656	0.619966	2.15	0.16656	0	NA	NA	NA
4.1	-0.459	-1.23	0.2421	0.68821	1.5	0.2421	0	NA	NA	NA
10.78	0.048	0.16	0.87585	0.971719	0.03	0.87585	0	NA	NA	NA
7.87	-0.587	-1.34	0.20462	0.654064	1.78	0.20462	0	A_23_P217428	395	ARHGAP6
3.32	-0.644	-1.77	0.09996	0.536928	3.14	0.09996	0	NA	NA	NA
11.13	-0.226	-0.65	0.52598	0.856456	0.42	0.52598	0	NA	NA	NA
13.2	-0.749	-2.13	0.05235	0.442107	4.56	0.05235	0	NA	NA	NA
4.65	0.849	2.41	0.03122	0.375599	5.83	0.03122	0	NA	NA	NA
9.05	0.538	1.38	0.19046	0.64239	1.91	0.19046	0	NA	NA	NA
7.98	0.242	0.7	0.49373	0.844033	0.5	0.49373	0	A_23_P110076	348793	WDR53
10.31	0.257	0.7	0.49662	0.845685	0.49	0.49662	0	A_23_P142688	79137	C2orf17
5.36	-2.137	-5.33	0.00014	0.039496	28.42	0.00014	-1	NA	NA	NA
5.63	-0.075	-0.17	0.86847	0.970717	0.03	0.86847	0	NA	NA	NA
3.24	0.798	2.13	0.05303	0.443895	4.53	0.05303	0	NA	NA	NA
9.13	0.775	2.32	0.03717	0.395839	5.39	0.03717	0	NA	NA	NA
7.58	0.721	1.69	0.1146	0.555093	2.86	0.1146	0	A_23_P131139	116093	DIRC1
3.98	0.889	1.94	0.07425	0.491723	3.77	0.07425	0	NA	NA	NA
4.66	0.284	0.64	0.53405	0.85988	0.41	0.53405	0	NA	NA	NA
13.92	-0.384	-1.39	0.18904	0.641367	1.92	0.18904	0	NA	NA	NA
5.08	0.334	0.72	0.48146	0.838265	0.53	0.48146	0	NA	NA	NA
10.25	-0.684	-1.29	0.21829	0.668199	1.67	0.21829	0	NA	NA	NA
11.38	0.67	2.19	0.04736	0.430511	4.8	0.04736	0	NA	NA	NA
5.52	0.054	0.13	0.89738	0.975965	0.02	0.89738	0	A_23_P149281	1969	EPHA2
8.83	0.37	1.28	0.22305	0.673412	1.64	0.22305	0	NA	NA	NA
5.73	-1.279	-1.68	0.11664	0.558957	2.82	0.11664	0	NA	NA	NA
10.86	-0.929	-2.9	0.01236	0.277303	8.42	0.01236	0	A_23_P10506	27306	PGDS
3.35	0.419	1.07	0.30404	0.735527	1.15	0.30404	0	NA	NA	NA
8.11	0.504	1.01	0.33246	0.75234	1.01	0.33246	0	NA	NA	NA
5.85	-0.424	-0.93	0.36822	0.776162	0.87	0.36822	0	A_23_P160567	84217	ZMYND12
5.32	0.54	1.34	0.20167	0.652726	1.81	0.20167	0	NA	NA	NA
8.65	0.652	1.94	0.07381	0.491138	3.78	0.07381	0	A_23_P346376	27334	P2RY10
5.22	-1.342	-2.27	0.04067	0.407934	5.16	0.04067	0	NA	NA	NA
4.15	0.488	1.1	0.29101	0.725936	1.21	0.29101	0	NA	NA	NA
6.13	0.066	0.15	0.88434	0.973667	0.02	0.88434	0	NA	NA	NA
3.55	0.182	0.47	0.64502	0.903341	0.22	0.64502	0	A_24_P326398	286204	CRB2
12.01	-0.095	-0.3	0.76826	0.94455	0.09	0.76826	0	NA	NA	NA
9.72	-0.592	-2	0.06733	0.47964	3.98	0.06733	0	NA	NA	NA
3.12	-0.788	-2.33	0.03628	0.393459	5.45	0.03628	0	NA	NA	NA
7.95	0.7	1.73	0.10765	0.54762	2.99	0.10765	0	A_23_P100868	80179	MYOHD1
4.48	0.708	2.57	0.0231	0.342434	6.63	0.0231	0	NA	NA	NA
4.45	0.84	2.02	0.06498	0.47314	4.06	0.06498	0	NA	NA	NA
10.79	-0.477	-0.9	0.38548	0.787326	0.81	0.38548	0	A_24_P382489	376497	SLC27A1
4.36	-1.152	-2.09	0.05668	0.452485	4.37	0.05668	0	NA	NA	NA
12.3	-0.358	-0.26	0.79842	0.952392	0.07	0.79842	0	NA	NA	NA
6.35	0.621	2.02	0.0644	0.472716	4.08	0.0644	0	NA	NA	NA
8.78	0.263	0.72	0.48572	0.839546	0.51	0.48572	0	NA	NA	NA
6.74	0.49	1.09	0.29758	0.731415	1.18	0.29758	0	NA	NA	NA
6.55	0.877	3.02	0.00978	0.258095	9.14	0.00978	0	NA	NA	NA
9.33	-0.471	-1.05	0.3114	0.740089	1.11	0.3114	0	NA	NA	NA
10.36	-0.052	-0.16	0.87751	0.972034	0.02	0.87751	0	NA	NA	NA
4.99	-1.065	-1.57	0.14107	0.590595	2.46	0.14107	0	NA	NA	NA
8.84	0.166	0.53	0.60573	0.888027	0.28	0.60573	0	NA	NA	NA
4.38	-0.776	-1.66	0.12019	0.563208	2.77	0.12019	0	NA	NA	NA
4.3	0.156	0.37	0.71826	0.927082	0.14	0.71826	0	NA	NA	NA
3.23	-0.639	-2.54	0.02445	0.349304	6.47	0.02445	0	NA	NA	NA
6.75	0.491	1.51	0.15449	0.606619	2.29	0.15449	0	A_23_P34877	64783	RBM15
3.87	-0.02	-0.06	0.95477	0.990229	0	0.95477	0	NA	NA	NA
10.9	-0.203	-0.65	0.52539	0.856447	0.43	0.52539	0	A_23_P500282	55690	PACS1
3.61	0.121	0.27	0.79222	0.950937	0.07	0.79222	0	NA	NA	NA
12.12	0.411	1.47	0.16537	0.618549	2.16	0.16537	0	A_23_P37375	9252	RPS6KA5
8.49	-0.142	-0.32	0.75481	0.939889	0.1	0.75481	0	NA	NA	NA
3.34	-0.154	-0.45	0.6582	0.908031	0.2	0.6582	0	NA	NA	NA
8.42	0.161	0.27	0.78962	0.950207	0.07	0.78962	0	A_23_P163467	388115	FLJ43339
3.35	-0.214	-0.58	0.57133	0.874801	0.34	0.57133	0	NA	NA	NA
9.09	-0.103	-0.28	0.78446	0.948792	0.08	0.78446	0	NA	NA	NA
12.92	0.079	0.16	0.87301	0.971715	0.03	0.87301	0	NA	NA	NA
3.17	0.211	0.57	0.57955	0.877607	0.32	0.57955	0	NA	NA	NA
10.31	0.101	0.13	0.89995	0.976553	0.02	0.89995	0	NA	NA	NA
8.03	-0.731	-1.3	0.21636	0.666147	1.69	0.21636	0	NA	NA	NA
11.13	-0.836	-2.03	0.06383	0.471444	4.1	0.06383	0	NA	NA	NA
3.25	0.504	0.96	0.35286	0.765779	0.93	0.35286	0	A_23_P2322	144448	TSPAN19
3.28	-0.008	-0.02	0.98151	0.99536	0	0.98151	0	NA	NA	NA
10.77	-0.351	-1.02	0.32823	0.749244	1.03	0.32823	0	NA	NA	NA
3.91	0.74	2.03	0.06318	0.470638	4.13	0.06318	0	NA	NA	NA
12.57	-0.4	-1.15	0.27133	0.711629	1.32	0.27133	0	NA	NA	NA
7.42	0.053	0.13	0.9013	0.976589	0.02	0.9013	0	NA	NA	NA
5.24	-0.839	-1.51	0.15378	0.606151	2.29	0.15378	0	NA	NA	NA
4.59	0.305	1.13	0.2803	0.718612	1.27	0.2803	0	NA	NA	NA
3.55	-0.562	-1.56	0.14232	0.592067	2.44	0.14232	0	NA	NA	NA
6.41	0.633	1.64	0.12527	0.569604	2.68	0.12527	0	NA	NA	NA
5.84	0.21	0.45	0.65918	0.908183	0.2	0.65918	0	NA	NA	NA
7.12	-0.41	-0.89	0.38775	0.788575	0.8	0.38775	0	NA	NA	NA
3.65	0.543	1.55	0.145	0.595154	2.4	0.145	0	NA	NA	NA
4.33	0.319	0.78	0.44895	0.822843	0.61	0.44895	0	NA	NA	NA
11.21	0.491	1.23	0.24162	0.687952	1.51	0.24162	0	NA	NA	NA
12.18	-0.157	-0.5	0.62762	0.89642	0.25	0.62762	0	NA	NA	NA
3.7	0.441	1.34	0.20235	0.653192	1.8	0.20235	0	NA	NA	NA
12.61	-0.47	-1.18	0.25723	0.700755	1.4	0.25723	0	NA	NA	NA
10.47	-0.233	-0.55	0.58944	0.881974	0.31	0.58944	0	A_24_P55148	8970	HIST1H2BJ
10.33	0.271	1.03	0.32095	0.745317	1.06	0.32095	0	NA	NA	NA
4.05	0.322	0.71	0.48809	0.841197	0.51	0.48809	0	A_32_P150142	222029	DKFZp434L192
10.35	-0.462	-1.46	0.16841	0.620971	2.13	0.16841	0	A_23_P403898	5774	PTPN3
3.05	-0.182	-0.41	0.69059	0.917863	0.17	0.69059	0	NA	NA	NA
6.2	0.207	0.34	0.74217	0.9354	0.11	0.74217	0	NA	NA	NA
13.82	0.034	0.13	0.90091	0.976553	0.02	0.90091	0	A_32_P73821	7812	CSDE1
13.24	-0.299	-0.84	0.4153	0.804204	0.71	0.4153	0	NA	NA	NA
3.16	-0.101	-0.27	0.79035	0.950391	0.07	0.79035	0	NA	NA	NA
10.45	-0.522	-1.83	0.09089	0.522683	3.33	0.09089	0	A_23_P113972	55763	EXOC1
9.64	-1.032	-1.41	0.18324	0.636387	1.98	0.18324	0	A_23_P27315	84034	EMILIN2
5.28	-0.228	-0.52	0.61169	0.890452	0.27	0.61169	0	NA	NA	NA
5.61	-0.702	-1.23	0.24156	0.687915	1.51	0.24156	0	NA	NA	NA
6.62	0.53	1.87	0.08348	0.510279	3.51	0.08348	0	NA	NA	NA
7.36	0.222	0.38	0.71149	0.925191	0.14	0.71149	0	A_23_P215111	50617	ATP6V0A4
4.88	0.628	2.11	0.05433	0.44678	4.47	0.05433	0	A_24_P315346	29774	DKFZP434P211
5.9	-0.088	-0.15	0.88241	0.973169	0.02	0.88241	0	NA	NA	NA
3.73	-0.202	-0.57	0.57616	0.876418	0.33	0.57616	0	NA	NA	NA
3.76	0.479	1.19	0.2568	0.700558	1.41	0.2568	0	NA	NA	NA
9.53	0.3	0.87	0.40036	0.795751	0.76	0.40036	0	A_23_P56140	1455	CSNK1G2
8.38	-0.265	-0.86	0.40585	0.797509	0.74	0.40585	0	NA	NA	NA
4.15	0.035	0.08	0.93441	0.985051	0.01	0.93441	0	NA	NA	NA
5.33	-0.51	-1.05	0.31274	0.740817	1.1	0.31274	0	NA	NA	NA
4.84	0.17	0.42	0.68433	0.915471	0.17	0.68433	0	NA	NA	NA
9.02	0.138	0.49	0.63243	0.897938	0.24	0.63243	0	A_23_P120557	55617	TASP1
9.72	-0.618	-1.96	0.07221	0.488996	3.83	0.07221	0	NA	NA	NA
3.33	0.052	0.17	0.86885	0.970756	0.03	0.86885	0	NA	NA	NA
10.91	-0.391	-0.94	0.36521	0.774616	0.88	0.36521	0	A_23_P204801	84102	SLC41A2
4.21	0.301	0.78	0.45175	0.824528	0.6	0.45175	0	NA	NA	NA
6.51	-0.132	-0.47	0.64793	0.904381	0.22	0.64793	0	NA	NA	NA
7.41	-0.023	-0.05	0.95714	0.990874	0	0.95714	0	NA	NA	NA
4.8	-0.614	-1.8	0.09524	0.528898	3.24	0.09524	0	NA	NA	NA
7.63	0.383	1.01	0.33214	0.752318	1.01	0.33214	0	NA	NA	NA
9.86	0.067	0.17	0.86491	0.970054	0.03	0.86491	0	NA	NA	NA
6.18	0.543	1.65	0.12312	0.567113	2.72	0.12312	0	NA	NA	NA
12.5	0.02	0.06	0.95023	0.989029	0	0.95023	0	A_23_P103631	10969	EBNA1BP2
12.41	-1.204	-3.95	0.00164	0.128615	15.64	0.00164	0	A_23_P97860	3988	LIPA
11.92	0.607	2.34	0.03595	0.392052	5.47	0.03595	0	NA	NA	NA
9.52	-1.066	-1.45	0.17077	0.623529	2.1	0.17077	0	NA	NA	NA
4.63	0.096	0.29	0.77543	0.946148	0.08	0.77543	0	NA	NA	NA
3.08	0.611	1.52	0.15312	0.605474	2.3	0.15312	0	NA	NA	NA
7.04	-0.064	-0.16	0.8744	0.971719	0.03	0.8744	0	NA	NA	NA
4.67	-0.83	-1.24	0.23668	0.684006	1.54	0.23668	0	A_23_P60009	312	ANXA13
8.16	0.207	0.62	0.54678	0.865582	0.38	0.54678	0	NA	NA	NA
9.48	0.481	1.58	0.13772	0.586222	2.5	0.13772	0	A_23_P84448	7277	TUBA1
3.31	1.09	4.1	0.00126	0.114571	16.79	0.00126	0	NA	NA	NA
5.1	0.651	1.86	0.08619	0.515099	3.45	0.08619	0	NA	NA	NA
4.5	0.574	0.74	0.47096	0.833658	0.55	0.47096	0	NA	NA	NA
8.58	0.032	0.11	0.91771	0.98115	0.01	0.91771	0	NA	NA	NA
10.4	-0.499	-0.86	0.407	0.798189	0.73	0.407	0	A_23_P106405	4692	NDN
7.33	-0.788	-1.22	0.24249	0.688556	1.5	0.24249	0	A_23_P120931	27350	APOBEC3C
5.28	-0.495	-0.98	0.34365	0.760089	0.97	0.34365	0	NA	NA	NA
7.55	-0.114	-0.18	0.86257	0.969246	0.03	0.86257	0	NA	NA	NA
4.53	0.634	1.51	0.15596	0.608589	2.27	0.15596	0	NA	NA	NA
3.14	-0.124	-0.34	0.7358	0.932599	0.12	0.7358	0	NA	NA	NA
5	-1.527	-2.48	0.02758	0.360709	6.15	0.02758	0	NA	NA	NA
5.25	-0.63	-1.06	0.30944	0.73895	1.12	0.30944	0	A_24_P185945	4103	MAGEA4
11.34	-0.593	-1.22	0.24511	0.690183	1.48	0.24511	0	NA	NA	NA
3.76	0.288	0.76	0.46307	0.829873	0.57	0.46307	0	NA	NA	NA
8.79	1.171	2.6	0.02213	0.337783	6.74	0.02213	0	NA	NA	NA
11.89	-0.014	-0.04	0.97042	0.992737	0	0.97042	0	NA	NA	NA
14.55	-0.099	-0.34	0.73871	0.934463	0.12	0.73871	0	A_23_P48717	10577	NPC2
5.9	-0.77	-1.68	0.11597	0.557523	2.84	0.11597	0	A_32_P530933	26108	PYGO1
6.86	0.059	0.09	0.93027	0.98414	0.01	0.93027	0	NA	NA	NA
9.07	0.204	0.39	0.70007	0.921658	0.16	0.70007	0	NA	NA	NA
6.96	0.016	0.05	0.96327	0.99134	0	0.96327	0	NA	NA	NA
9.67	-0.108	-0.3	0.76684	0.944035	0.09	0.76684	0	NA	NA	NA
9.84	0.691	2.42	0.03092	0.375154	5.85	0.03092	0	A_23_P108404	116987	CENTG2
2.91	-0.289	-0.76	0.46101	0.828666	0.58	0.46101	0	A_23_P692	3752	KCND3
3.61	-0.259	-0.58	0.57068	0.874449	0.34	0.57068	0	NA	NA	NA
6.67	0.004	0.01	0.99135	0.997869	0	0.99135	0	A_23_P391275	11123	DSCR1L2
3.62	0.081	0.22	0.82758	0.960837	0.05	0.82758	0	NA	NA	NA
4.63	1.042	2.72	0.01764	0.311965	7.38	0.01764	0	A_23_P150467	10798	OR5I1
4.6	0.622	1.41	0.1827	0.63581	1.98	0.1827	0	NA	NA	NA
4.27	0.073	0.09	0.92933	0.98371	0.01	0.92933	0	NA	NA	NA
7.54	-0.065	-0.17	0.87056	0.970929	0.03	0.87056	0	NA	NA	NA
10.11	-0.176	-0.33	0.74418	0.936153	0.11	0.74418	0	NA	NA	NA
7.57	-0.321	-0.78	0.44909	0.822915	0.61	0.44909	0	NA	NA	NA
4.88	0.807	2.08	0.05734	0.454762	4.35	0.05734	0	A_23_P56146	84839	RAXL1
9.56	-0.15	-0.5	0.62437	0.895171	0.25	0.62437	0	NA	NA	NA
3.82	0.49	1.26	0.22812	0.677322	1.6	0.22812	0	NA	NA	NA
3.39	-0.251	-0.71	0.49085	0.842287	0.5	0.49085	0	NA	NA	NA
3.08	0.898	2.22	0.0446	0.422033	4.94	0.0446	0	NA	NA	NA
3.2	-0.479	-1.35	0.19889	0.649455	1.83	0.19889	0	NA	NA	NA
8.95	-0.639	-1.71	0.11064	0.54995	2.93	0.11064	0	A_23_P204850	5925	RB1
10.58	-0.789	-1.8	0.09486	0.528889	3.24	0.09486	0	A_23_P29939	6622	SNCA
6.51	-0.314	-0.64	0.53226	0.859477	0.41	0.53226	0	A_23_P329962	256979	SUNC1
6.44	-0.958	-1.27	0.22663	0.676661	1.61	0.22663	0	A_23_P47924	5801	PTPRR
8.63	0.083	0.25	0.8049	0.954434	0.06	0.8049	0	A_23_P109470	8563	THOC5
9.23	0.166	0.46	0.65069	0.905511	0.21	0.65069	0	NA	NA	NA
3.32	-0.079	-0.21	0.83902	0.96346	0.04	0.83902	0	NA	NA	NA
3.36	-0.539	-1.09	0.2939	0.728338	1.2	0.2939	0	NA	NA	NA
13.8	-0.359	-1.01	0.3293	0.750071	1.03	0.3293	0	A_23_P110811	1350	COX7C
6.41	0.726	2.38	0.03347	0.384088	5.65	0.03347	0	NA	NA	NA
6.51	-0.184	-0.66	0.52074	0.854425	0.44	0.52074	0	NA	NA	NA
6.53	-1.925	-2.88	0.01279	0.280609	8.32	0.01279	0	NA	NA	NA
4.83	-0.508	-1.46	0.16759	0.620558	2.14	0.16759	0	NA	NA	NA
12.9	-0.441	-1.31	0.21229	0.662608	1.72	0.21229	0	NA	NA	NA
4.72	0.151	0.36	0.72383	0.929464	0.13	0.72383	0	A_23_P398189	152404	IGSF11
11.39	0.276	0.92	0.3741	0.780536	0.85	0.3741	0	A_23_P424582	80864	EGFL8
4.26	0.934	2.85	0.01375	0.286831	8.1	0.01375	0	A_23_P24774	6833	ABCC8
3.77	0.292	0.64	0.53563	0.860236	0.4	0.53563	0	NA	NA	NA
8.8	0.543	1.7	0.11257	0.552825	2.9	0.11257	0	NA	NA	NA
7.91	-1.39	-1.7	0.11265	0.55297	2.89	0.11265	0	NA	NA	NA
7.93	-0.957	-1.49	0.16058	0.613485	2.21	0.16058	0	NA	NA	NA
6.37	0.234	0.7	0.49539	0.84479	0.49	0.49539	0	NA	NA	NA
10.14	-0.231	-0.8	0.43725	0.81689	0.64	0.43725	0	NA	NA	NA
4.2	0.416	1.12	0.28313	0.720735	1.25	0.28313	0	A_24_P169234	7535	ZAP70
5.02	0.399	0.94	0.36614	0.775079	0.88	0.36614	0	NA	NA	NA
11.34	0.005	0.02	0.98687	0.996719	0	0.98687	0	A_23_P11774	51118	UTP11L
14.64	-0.394	-0.87	0.40175	0.796257	0.75	0.40175	0	NA	NA	NA
11.72	-0.45	-1.44	0.17455	0.626255	2.06	0.17455	0	NA	NA	NA
6.27	-0.716	-1.42	0.17916	0.6316	2.02	0.17916	0	NA	NA	NA
3.77	0.153	0.33	0.74796	0.937786	0.11	0.74796	0	NA	NA	NA
10.62	0.049	0.13	0.89546	0.975922	0.02	0.89546	0	A_23_P59045	3012	HIST1H2AE
12.13	-0.013	-0.04	0.96788	0.992374	0	0.96788	0	NA	NA	NA
14.08	0.063	0.22	0.82654	0.960628	0.05	0.82654	0	NA	NA	NA
11.27	0.237	0.61	0.55467	0.868386	0.37	0.55467	0	NA	NA	NA
3.06	-0.502	-1.61	0.13197	0.578387	2.58	0.13197	0	NA	NA	NA
7.67	0.359	0.57	0.58096	0.878568	0.32	0.58096	0	A_23_P80718	132204	SYNPR
7.27	-0.558	-1.17	0.2627	0.704551	1.37	0.2627	0	NA	NA	NA
14.38	0.438	1.68	0.11684	0.559113	2.82	0.11684	0	A_32_P168886	7458	EIF4H
4.23	0.75	1.67	0.1189	0.562047	2.79	0.1189	0	NA	NA	NA
11.67	-0.037	-0.1	0.9188	0.98148	0.01	0.9188	0	NA	NA	NA
4.05	0.245	0.75	0.4665	0.831805	0.56	0.4665	0	NA	NA	NA
5.63	-0.134	-0.21	0.83804	0.963309	0.04	0.83804	0	NA	NA	NA
4.32	0.619	1.13	0.27992	0.718271	1.27	0.27992	0	NA	NA	NA
3.55	0.19	0.59	0.56748	0.873003	0.34	0.56748	0	A_23_P25720	5267	SERPINA4
3.48	-0.304	-0.77	0.45627	0.826678	0.59	0.45627	0	NA	NA	NA
4.48	-0.447	-0.78	0.44945	0.823225	0.61	0.44945	0	NA	NA	NA
4.14	0.352	0.87	0.40177	0.796257	0.75	0.40177	0	NA	NA	NA
6.53	0.078	0.27	0.79139	0.950673	0.07	0.79139	0	NA	NA	NA
10.31	-0.327	-0.83	0.42323	0.808279	0.68	0.42323	0	A_23_P122197	891	CCNB1
3.3	-0.384	-1.49	0.15912	0.612143	2.23	0.15912	0	NA	NA	NA
10.79	-0.116	-0.36	0.72182	0.929071	0.13	0.72182	0	NA	NA	NA
7.6	-0.731	-1.76	0.10229	0.540564	3.09	0.10229	0	NA	NA	NA
3.88	0.052	0.17	0.86493	0.970054	0.03	0.86493	0	NA	NA	NA
7.09	0.179	0.43	0.67432	0.912616	0.18	0.67432	0	NA	NA	NA
10.58	0.197	0.33	0.74461	0.936203	0.11	0.74461	0	NA	NA	NA
5.28	0.25	0.72	0.48588	0.839603	0.51	0.48588	0	NA	NA	NA
7.63	0.415	1.48	0.16152	0.614326	2.2	0.16152	0	NA	NA	NA
8.75	2.058	4.46	0.00064	0.087169	19.9	0.00064	0	A_23_P132027	6676	SPAG4
7.99	0.094	0.27	0.78851	0.949863	0.07	0.78851	0	NA	NA	NA
7.83	0.467	1.49	0.161	0.613669	2.21	0.161	0	NA	NA	NA
4.31	0.069	0.21	0.8333	0.962481	0.05	0.8333	0	NA	NA	NA
5.29	-0.295	-0.92	0.37524	0.780898	0.84	0.37524	0	NA	NA	NA
10.24	-0.559	-1.81	0.09268	0.526451	3.29	0.09268	0	NA	NA	NA
3.21	-0.002	-0.01	0.99514	0.998805	0	0.99514	0	NA	NA	NA
5.07	1.353	3.22	0.00671	0.223505	10.36	0.00671	0	NA	NA	NA
12.01	0.653	1.34	0.20269	0.653439	1.8	0.20269	0	NA	NA	NA
9	0.141	0.25	0.80916	0.955689	0.06	0.80916	0	A_23_P1782	3732	CD82
5.45	0.159	0.59	0.56452	0.87194	0.35	0.56452	0	NA	NA	NA
5.42	0.386	1.03	0.32026	0.745209	1.07	0.32026	0	NA	NA	NA
3.66	-0.244	-0.48	0.63939	0.901079	0.23	0.63939	0	A_23_P324419	165100	MGC35154
5.52	0.844	2.22	0.04439	0.420981	4.95	0.04439	0	A_23_P12405	83715	ESPN
4.54	-0.328	-0.52	0.60998	0.889994	0.27	0.60998	0	A_23_P1331	1305	COL13A1
7.51	0.309	0.45	0.66107	0.908418	0.2	0.66107	0	A_23_P128084	3679	ITGA7
7.4	0.931	2.28	0.04006	0.40541	5.2	0.04006	0	NA	NA	NA
11.42	0.245	0.6	0.56147	0.871026	0.36	0.56147	0	A_23_P107653	2109	ETFB
8.85	-0.159	-0.46	0.65318	0.906452	0.21	0.65318	0	A_24_P933418	10152	ABI2
6.52	-1.275	-2.51	0.02592	0.355617	6.32	0.02592	0	NA	NA	NA
3.85	0.04	0.08	0.93582	0.985501	0.01	0.93582	0	NA	NA	NA
6.93	0.007	0.02	0.98591	0.99639	0	0.98591	0	NA	NA	NA
8.31	0.499	1.15	0.27091	0.711422	1.32	0.27091	0	NA	NA	NA
5.09	0.621	2.15	0.05071	0.43862	4.63	0.05071	0	NA	NA	NA
5.28	0.019	0.04	0.9668	0.992037	0	0.9668	0	NA	NA	NA
6.41	0.197	0.51	0.6197	0.893622	0.26	0.6197	0	NA	NA	NA
9.08	-0.681	-2.23	0.04414	0.419792	4.96	0.04414	0	A_23_P106675	5336	PLCG2
4.23	0.025	0.08	0.9377	0.986037	0.01	0.9377	0	NA	NA	NA
5.13	-0.624	-1.22	0.24315	0.688988	1.49	0.24315	0	NA	NA	NA
7.43	-0.332	-0.96	0.35511	0.767378	0.92	0.35511	0	A_23_P311885	84456	L3MBTL3
4.6	-0.32	-0.44	0.6692	0.910881	0.19	0.6692	0	NA	NA	NA
