probe	pvalue	adj.pvalue	symbol	probe	entrez	group
201001_s_at	0.29431	0.999858	TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2	201001_s_at	NA	
201002_s_at	0.97992	0.999858	TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2	201002_s_at	NA	
201003_x_at	0.42917	0.999858	TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2	201003_x_at	NA	
201004_at	0.52516	0.999858	SSR4	201004_at	6748	
201005_at	0.11956	0.999858	CD9	201005_at	928	
201006_at	0.48098	0.999858	PRDX2	201006_at	7001	
201007_at	0.12611	0.999858	HADHB	201007_at	3032	
201008_s_at	0.45138	0.999858	TXNIP	201008_s_at	10628	
201009_s_at	0.90656	0.999858	TXNIP	201009_s_at	10628	
201010_s_at	0.99776	0.999858	TXNIP	201010_s_at	10628	
201011_at	0.5547	0.999858	RPN1	201011_at	6184	
201012_at	0.77213	0.999858	ANXA1	201012_at	301	
201013_s_at	0.26971	0.999858	PAICS	201013_s_at	10606	
201014_s_at	0.78462	0.999858	PAICS	201014_s_at	10606	
201015_s_at	0.00561	0.430988	JUP	201015_s_at	3728	
201016_at	0.21301	0.999858	EIF1AX	201016_at	1964	
201017_at	0.03404	0.839513	EIF1AX	201017_at	1964	
201018_at	0.76054	0.999858	EIF1AX	201018_at	1964	
201019_s_at	0.52201	0.999858	EIF1AX	201019_s_at	1964	
201020_at	0.38155	0.999858	YWHAH	201020_at	7533	
201021_s_at	0.98399	0.999858	DSTN	201021_s_at	11034	
201022_s_at	0.65077	0.999858	DSTN	201022_s_at	11034	
201023_at	0.31682	0.999858	TAF7	201023_at	6879	
201024_x_at	0.90187	0.999858	EIF5B	201024_x_at	9669	
201025_at	0.85981	0.999858	EIF5B	201025_at	9669	
201026_at	0.42996	0.999858	EIF5B	201026_at	9669	
201027_s_at	0.92297	0.999858	EIF5B	201027_s_at	9669	
201028_s_at	0.21471	0.999858	CD99	201028_s_at	4267	
201029_s_at	0.17747	0.999858	CD99	201029_s_at	4267	
201030_x_at	0.00906	0.538103	LDHB	201030_x_at	3945	
201031_s_at	0.6228	0.999858	HNRNPH1	201031_s_at	3187	
201032_at	0.76702	0.999858	BLCAP	201032_at	10904	
201033_x_at	0.31017	0.999858	RPLP0	201033_x_at	6175	
201034_at	0.11034	0.999858	ADD3	201034_at	120	
201035_s_at	0.55356	0.999858	HADH	201035_s_at	3033	
201036_s_at	0.33623	0.999858	HADH	201036_s_at	3033	
201037_at	0.08648	0.999858	PFKP	201037_at	5214	
201038_s_at	0.1233	0.999858	ANP32A	201038_s_at	8125	
201039_s_at	0.37091	0.999858	RAD23A	201039_s_at	5886	
201040_at	0.61387	0.999858	GNAI2	201040_at	2771	
201041_s_at	0.00044	0.123019	DUSP1	201041_s_at	1843	
201042_at	0.7079	0.999858	TGM2	201042_at	7052	
201043_s_at	0.24216	0.999858	ANP32A	201043_s_at	8125	
201044_x_at	0.00079	0.163018	DUSP1	201044_x_at	1843	
201045_s_at	0.68094	0.999858	RAB6A /// WTH3DI	201045_s_at	NA	
201046_s_at	0.85208	0.999858	RAD23A	201046_s_at	5886	
201047_x_at	0.2008	0.999858	RAB6A /// WTH3DI	201047_x_at	NA	
201048_x_at	0.57717	0.999858	RAB6A /// WTH3DI	201048_x_at	NA	
201049_s_at	0.53651	0.999858	RPS18	201049_s_at	6222	
201050_at	0.64831	0.999858	PLD3	201050_at	23646	
201051_at	0.65213	0.999858	ANP32A	201051_at	8125	
201052_s_at	0.84101	0.999858	PSMF1	201052_s_at	9491	
201053_s_at	0.99157	0.999858	PSMF1	201053_s_at	9491	
201054_at	0.62605	0.999858	HNRNPA0	201054_at	10949	
201055_s_at	0.68909	0.999858	HNRNPA0	201055_s_at	10949	
201056_at	0.15121	0.999858	GOLGB1	201056_at	2804	
201057_s_at	0.90273	0.999858	GOLGB1	201057_s_at	2804	
201058_s_at	0.21203	0.999858	MYL9	201058_s_at	10398	
201059_at	0.99957	0.999858	CTTN	201059_at	2017	
201060_x_at	0.82427	0.999858	STOM	201060_x_at	2040	
201061_s_at	0.55986	0.999858	STOM	201061_s_at	2040	
201063_at	0.9597	0.999858	RCN1	201063_at	5954	
201064_s_at	0.41953	0.999858	LOC100996696 /// PABPC4	201064_s_at	NA	
201065_s_at	0.22937	0.999858	GTF2I /// GTF2IP1 /// LOC100093631	201065_s_at	NA	
201066_at	0.54776	0.999858	CYC1	201066_at	1537	
201067_at	0.14537	0.999858	PSMC2	201067_at	5701	
201068_s_at	0.38149	0.999858	PSMC2	201068_s_at	5701	
201069_at	0.37883	0.999858	MMP2	201069_at	4313	
201070_x_at	0.32143	0.999858	SF3B1	201070_x_at	23451	
201071_x_at	0.9438	0.999858	SF3B1	201071_x_at	23451	
201072_s_at	0.98189	0.999858	SMARCC1	201072_s_at	6599	
201073_s_at	0.76458	0.999858	SMARCC1	201073_s_at	6599	
201074_at	0.87985	0.999858	SMARCC1	201074_at	6599	
201075_s_at	0.92656	0.999858	SMARCC1	201075_s_at	6599	
201076_at	0.33422	0.999858	NHP2L1	201076_at	NA	
201077_s_at	0.95834	0.999858	ANXA2 /// NHP2L1	201077_s_at	NA	
201078_at	0.27897	0.999858	TM9SF2	201078_at	9375	
201079_at	0.65341	0.999858	SYNGR2	201079_at	9144	
201080_at	0.5686	0.999858	PIP4K2B	201080_at	8396	
201081_s_at	0.54777	0.999858	PIP4K2B	201081_s_at	8396	
201082_s_at	0.55139	0.999858	DCTN1 /// SLC4A5	201082_s_at	NA	
201084_s_at	0.95428	0.999858	BCLAF1	201084_s_at	9774	
201085_s_at	0.10881	0.999858	SON	201085_s_at	6651	
201086_x_at	0.60433	0.999858	SON	201086_x_at	6651	
201087_at	0.40411	0.999858	PXN	201087_at	5829	
201088_at	0.6826	0.999858	KPNA2	201088_at	3838	
201089_at	0.70128	0.999858	ATP6V1B2	201089_at	526	
201090_x_at	0.1241	0.999858	TUBA1B	201090_x_at	10376	
201091_s_at	0.92432	0.999858	CBX3	201091_s_at	11335	
201092_at	0.07839	0.999858	RBBP7	201092_at	5931	
201093_x_at	0.5085	0.999858	SDHA	201093_x_at	6389	
201094_at	0.75618	0.999858	RPS29	201094_at	6235	
201095_at	0.09589	0.999858	DAP	201095_at	1611	
201096_s_at	0.74656	0.999858	ARF4	201096_s_at	378	
201097_s_at	0.2607	0.999858	ARF4	201097_s_at	378	
201098_at	0.45853	0.999858	COPB2	201098_at	9276	
201099_at	0.30832	0.999858	USP9X	201099_at	8239	
201100_s_at	0.55429	0.999858	USP9X	201100_s_at	8239	
201101_s_at	0.04887	0.934731	BCLAF1	201101_s_at	9774	
201102_s_at	0.13717	0.999858	PFKL	201102_s_at	5211	
201103_x_at	0.10346	0.999858	NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9	201103_x_at	NA	
201104_x_at	0.42202	0.999858	NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9	201104_x_at	NA	
201105_at	0.42022	0.999858	LGALS1	201105_at	3956	
201106_at	0.70713	0.999858	GPX4	201106_at	2879	
201107_s_at	0.39334	0.999858	THBS1	201107_s_at	7057	
201108_s_at	0.98556	0.999858	THBS1	201108_s_at	7057	
201109_s_at	0.81525	0.999858	THBS1	201109_s_at	7057	
201110_s_at	0.6953	0.999858	THBS1	201110_s_at	7057	
201111_at	0.39713	0.999858	CSE1L	201111_at	1434	
201112_s_at	0.56608	0.999858	CSE1L	201112_s_at	1434	
201113_at	0.63935	0.999858	TUFM	201113_at	7284	
201114_x_at	0.29908	0.999858	PSMA7	201114_x_at	5688	
201115_at	0.30218	0.999858	POLD2	201115_at	5425	
201116_s_at	0.58754	0.999858	CPE	201116_s_at	1363	
201118_at	0.01863	0.720289	PGD	201118_at	5226	
201119_s_at	0.26242	0.999858	COX8A	201119_s_at	1351	
201120_s_at	0.89922	0.999858	PGRMC1	201120_s_at	10857	
201121_s_at	0.48736	0.999858	PGRMC1	201121_s_at	10857	
201122_x_at	0.6287	0.999858	EIF5A	201122_x_at	1984	
201123_s_at	0.82066	0.999858	EIF5A	201123_s_at	1984	
201124_at	0.30669	0.999858	ITGB5	201124_at	3693	
201125_s_at	0.03481	0.850434	ITGB5	201125_s_at	3693	
201126_s_at	0.09439	0.999858	MGAT1	201126_s_at	4245	
201127_s_at	0.81029	0.999858	ACLY	201127_s_at	47	
201128_s_at	0.9608	0.999858	ACLY	201128_s_at	47	
201129_at	0.12449	0.999858	SRSF7	201129_at	6432	
201130_s_at	0.14322	0.999858	CDH1	201130_s_at	999	
201131_s_at	0.01308	0.640791	CDH1	201131_s_at	999	
201132_at	0.55587	0.999858	HNRNPH2 /// RPL36A-HNRNPH2	201132_at	NA	
201133_s_at	0.5302	0.999858	PJA2	201133_s_at	9867	
201134_x_at	0.64235	0.999858	COX7C	201134_x_at	1350	
201135_at	0.12406	0.999858	ECHS1	201135_at	1892	
201136_at	0.68646	0.999858	PLP2	201136_at	5355	
201137_s_at	0.75693	0.999858	HLA-DPB1	201137_s_at	3115	
201138_s_at	0.50724	0.999858	SSB	201138_s_at	6741	
201139_s_at	0.87469	0.999858	SSB	201139_s_at	6741	
201140_s_at	0.94182	0.999858	RAB5C	201140_s_at	5878	
201141_at	0.32058	0.999858	GPNMB	201141_at	10457	
201142_at	0.39262	0.999858	EIF2S1	201142_at	1965	
201144_s_at	0.81903	0.999858	EIF2S1	201144_s_at	1965	
201145_at	0.7955	0.999858	HAX1	201145_at	10456	
201146_at	0.07373	0.999858	NFE2L2	201146_at	4780	
201147_s_at	0.2995	0.999858	TIMP3	201147_s_at	7078	
201148_s_at	0.10491	0.999858	TIMP3	201148_s_at	7078	
201149_s_at	0.23399	0.999858	TIMP3	201149_s_at	7078	
201150_s_at	0.2932	0.999858	TIMP3	201150_s_at	7078	
201152_s_at	0.06423	0.986101	MBNL1	201152_s_at	4154	
201153_s_at	0.17419	0.999858	MBNL1	201153_s_at	4154	
201154_x_at	0.98885	0.999858	RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C	201154_x_at	NA	
201155_s_at	0.4833	0.999858	MFN2	201155_s_at	9927	
201156_s_at	0.60815	0.999858	RAB5C	201156_s_at	5878	
201157_s_at	0.82852	0.999858	NMT1	201157_s_at	4836	
201158_at	0.28268	0.999858	NMT1	201158_at	4836	
201159_s_at	0.28645	0.999858	NMT1	201159_s_at	4836	
201160_s_at	0.64552	0.999858	YBX3	201160_s_at	8531	
201161_s_at	0.94977	0.999858	YBX3	201161_s_at	8531	
201162_at	0.83426	0.999858	IGFBP7	201162_at	3490	
201163_s_at	0.55071	0.999858	IGFBP7	201163_s_at	3490	
201164_s_at	0.52676	0.999858	PUM1	201164_s_at	9698	
201165_s_at	0.5975	0.999858	PUM1	201165_s_at	9698	
201166_s_at	0.70263	0.999858	PUM1	201166_s_at	9698	
201167_x_at	0.9948	0.999858	ARHGDIA	201167_x_at	396	
201168_x_at	0.49339	0.999858	ARHGDIA	201168_x_at	396	
201169_s_at	0.01641	0.688041	BHLHE40	201169_s_at	8553	
201170_s_at	0.02261	0.739749	BHLHE40	201170_s_at	8553	
201171_at	0.65429	0.999858	ATP6V0E1	201171_at	8992	
201172_x_at	0.66813	0.999858	ATP6V0E1	201172_x_at	8992	
201173_x_at	0.64747	0.999858	NUDC	201173_x_at	10726	
201174_s_at	0.86613	0.999858	TERF2IP	201174_s_at	54386	
201175_at	0.65918	0.999858	TMX2	201175_at	51075	
201176_s_at	0.60233	0.999858	ARCN1	201176_s_at	372	
201177_s_at	0.75616	0.999858	UBA2	201177_s_at	10054	
201178_at	0.28486	0.999858	FBXO7	201178_at	25793	
201179_s_at	0.91117	0.999858	GNAI3	201179_s_at	2773	
201180_s_at	0.22036	0.999858	GNAI3	201180_s_at	2773	
201181_at	0.35148	0.999858	GNAI3	201181_at	2773	
201182_s_at	0.84001	0.999858	CHD4	201182_s_at	1108	
201183_s_at	0.5777	0.999858	CHD4	201183_s_at	1108	
201184_s_at	0.23182	0.999858	CHD4	201184_s_at	1108	
201185_at	2.00E-05	0.018177	HTRA1	201185_at	5654	
201186_at	0.83582	0.999858	LRPAP1	201186_at	4043	
201187_s_at	0.81842	0.999858	ITPR3	201187_s_at	3710	
201188_s_at	0.08194	0.999858	ITPR3	201188_s_at	3710	
201189_s_at	0.26047	0.999858	ITPR3	201189_s_at	3710	
201190_s_at	0.06283	0.985542	PITPNA	201190_s_at	5306	
201191_at	0.71478	0.999858	PITPNA	201191_at	5306	
201192_s_at	0.53217	0.999858	PITPNA	201192_s_at	5306	
201193_at	0.00192	0.255516	IDH1	201193_at	3417	
201194_at	0.23914	0.999858	SEPW1	201194_at	NA	
201195_s_at	0.91389	0.999858	SLC7A5	201195_s_at	8140	
201196_s_at	0.09066	0.999858	AMD1	201196_s_at	262	
201197_at	0.21881	0.999858	AMD1	201197_at	262	
201198_s_at	0.50878	0.999858	PSMD1	201198_s_at	5707	
201199_s_at	0.49546	0.999858	PSMD1	201199_s_at	5707	
201200_at	0.20859	0.999858	CREG1	201200_at	8804	
201201_at	0.42741	0.999858	CSTB	201201_at	1476	
201202_at	0.79808	0.999858	PCNA	201202_at	5111	
201203_s_at	0.72916	0.999858	RRBP1	201203_s_at	6238	
201204_s_at	0.45705	0.999858	RRBP1	201204_s_at	6238	
201205_at	0.6869	0.999858		201205_at	NA	
201206_s_at	0.6098	0.999858	RRBP1	201206_s_at	6238	
201207_at	0.61643	0.999858	TNFAIP1	201207_at	7126	
201208_s_at	0.36462	0.999858	TNFAIP1	201208_s_at	7126	
201209_at	0.82743	0.999858	HDAC1	201209_at	3065	
201210_at	0.67944	0.999858	DDX3X	201210_at	1654	
201211_s_at	0.29275	0.999858	DDX3X	201211_s_at	1654	
201212_at	0.24957	0.999858	LGMN	201212_at	5641	
201213_at	0.94832	0.999858	PPP1R7	201213_at	5510	
201214_s_at	0.76366	0.999858	PPP1R7	201214_s_at	5510	
201215_at	0.36153	0.999858	PLS3	201215_at	5358	
201216_at	0.92388	0.999858	ERP29	201216_at	10961	
201217_x_at	0.82411	0.999858	RNU86 /// RPL3 /// SNORD83B	201217_x_at	NA	
201218_at	0.37425	0.999858	CTBP2	201218_at	1488	
201219_at	0.36843	0.999858	CTBP2	201219_at	1488	
201220_x_at	0.9055	0.999858	CTBP2	201220_x_at	1488	
201221_s_at	0.61827	0.999858	SNRNP70	201221_s_at	6625	
201222_s_at	0.82808	0.999858	RAD23B	201222_s_at	5887	
201223_s_at	0.47123	0.999858	RAD23B	201223_s_at	5887	
201224_s_at	0.96519	0.999858	SRRM1	201224_s_at	10250	
201225_s_at	0.31949	0.999858	SRRM1	201225_s_at	10250	
201226_at	0.81034	0.999858	NDUFB8	201226_at	4714	
201227_s_at	0.20948	0.999858	NDUFB8	201227_s_at	4714	
201228_s_at	0.43667	0.999858	ARIH2	201228_s_at	10425	
201229_s_at	0.7858	0.999858	ARIH2	201229_s_at	10425	
201230_s_at	0.43385	0.999858	ARIH2	201230_s_at	10425	
201231_s_at	0.71563	0.999858	ENO1	201231_s_at	2023	
201232_s_at	0.39837	0.999858	PSMD13	201232_s_at	5719	
201233_at	0.87964	0.999858	PSMD13	201233_at	5719	
201234_at	0.59071	0.999858	ILK	201234_at	3611	
201235_s_at	0.25129	0.999858	BTG2	201235_s_at	7832	
201236_s_at	0.00013	0.059603	BTG2	201236_s_at	7832	
201237_at	0.74512	0.999858	CAPZA2	201237_at	830	
201238_s_at	0.66176	0.999858	CAPZA2	201238_s_at	830	
201239_s_at	0.37029	0.999858	SPCS2	201239_s_at	9789	
201240_s_at	0.81879	0.999858	SPCS2	201240_s_at	9789	
201241_at	0.94273	0.999858	DDX1	201241_at	1653	
201242_s_at	0.28809	0.999858	ATP1B1	201242_s_at	481	
201243_s_at	0.15274	0.999858	ATP1B1	201243_s_at	481	
201244_s_at	0.97628	0.999858	RAF1	201244_s_at	5894	
201245_s_at	0.50715	0.999858	LOC101927673 /// OTUB1	201245_s_at	NA	
201246_s_at	0.97593	0.999858	LOC101927673 /// OTUB1	201246_s_at	NA	
201247_at	0.0657	0.990699	SREBF2	201247_at	6721	
201248_s_at	0.35173	0.999858	SREBF2	201248_s_at	6721	
201249_at	0.04571	0.919017	SLC2A1	201249_at	6513	
201250_s_at	0.00321	0.323663	SLC2A1	201250_s_at	6513	
201251_at	0.046	0.919017	PKM	201251_at	5315	
201252_at	0.61212	0.999858	PSMC4	201252_at	5704	
201253_s_at	0.46497	0.999858	CDIPT	201253_s_at	10423	
201254_x_at	0.84879	0.999858	RPS6	201254_x_at	6194	
201255_x_at	0.56741	0.999858	BAG6	201255_x_at	7917	
201256_at	0.95082	0.999858	COX7A2L	201256_at	9167	
201257_x_at	0.97497	0.999858	RPS3A /// SNORD73A	201257_x_at	NA	
201258_at	0.56811	0.999858	RPS16	201258_at	6217	
201259_s_at	0.33068	0.999858	SYPL1	201259_s_at	6856	
201260_s_at	0.71623	0.999858	SYPL1	201260_s_at	6856	
201261_x_at	0.44608	0.999858	BGN	201261_x_at	633	
201262_s_at	0.83419	0.999858	BGN	201262_s_at	633	
201263_at	0.51075	0.999858	TARS	201263_at	6897	
201264_at	0.76658	0.999858	COPE	201264_at	11316	
201265_at	0.09848	0.999858		201265_at	NA	
201266_at	0.00299	0.312742	TXNRD1	201266_at	7296	
201267_s_at	0.66645	0.999858	PSMC3	201267_s_at	5702	
201268_at	0.47414	0.999858	NME1-NME2 /// NME2	201268_at	NA	
201269_s_at	0.96514	0.999858	NUDCD3	201269_s_at	23386	
201270_x_at	0.53307	0.999858	NUDCD3	201270_x_at	23386	
201271_s_at	0.64297	0.999858	RALY	201271_s_at	22913	
201272_at	0.56405	0.999858	AKR1B1	201272_at	231	
201273_s_at	0.54015	0.999858	SRP9	201273_s_at	6726	
201274_at	0.92987	0.999858	PSMA5	201274_at	5686	
201275_at	0.62596	0.999858	FDPS	201275_at	2224	
201276_at	0.81664	0.999858	RAB5B	201276_at	5869	
201277_s_at	0.71441	0.999858	HNRNPAB	201277_s_at	3182	
201278_at	0.7973	0.999858	DAB2 /// LOC101926921	201278_at	NA	
201279_s_at	0.89648	0.999858	DAB2 /// LOC101926921	201279_s_at	NA	
201280_s_at	0.76607	0.999858	DAB2 /// LOC101926921	201280_s_at	NA	
201281_at	0.29413	0.999858	ADRM1	201281_at	11047	
201282_at	0.57728	0.999858	OGDH	201282_at	4967	
201284_s_at	0.55717	0.999858	APEH	201284_s_at	327	
201285_at	0.76825	0.999858	MKRN1	201285_at	23608	
201286_at	0.92325	0.999858	SDC1	201286_at	6382	
201287_s_at	0.9223	0.999858	SDC1	201287_s_at	6382	
201288_at	0.01356	0.644297	ARHGDIB	201288_at	397	
201289_at	0.53327	0.999858	CYR61	201289_at	3491	
201290_at	0.75952	0.999858	SEC11A	201290_at	23478	
201292_at	0.21878	0.999858	TOP2A	201292_at	7153	
201293_x_at	0.11252	0.999858	LOC101060363 /// PPIA	201293_x_at	NA	
201294_s_at	0.40849	0.999858	WSB1	201294_s_at	26118	
201295_s_at	0.38642	0.999858	WSB1	201295_s_at	26118	
201296_s_at	0.97112	0.999858	WSB1	201296_s_at	26118	
201298_s_at	0.54697	0.999858	MOB1A	201298_s_at	55233	
201299_s_at	0.76636	0.999858	MOB1A	201299_s_at	55233	
201300_s_at	0.22495	0.999858	PRNP	201300_s_at	5621	
201301_s_at	0.02342	0.747809	ANXA4	201301_s_at	307	
201302_at	0.15573	0.999858	ANXA4	201302_at	307	
201303_at	0.26165	0.999858	EIF4A3	201303_at	9775	
201304_at	0.39346	0.999858	NDUFA5	201304_at	4698	
201305_x_at	0.85546	0.999858	ANP32B	201305_x_at	10541	
201306_s_at	0.39938	0.999858	ANP32B	201306_s_at	10541	
201307_at	0.65678	0.999858	11-Sep	201307_at	55752	
201308_s_at	0.41133	0.999858	11-Sep	201308_s_at	55752	
201309_x_at	0.006	0.446618	NREP	201309_x_at	9315	
201310_s_at	0.00249	0.286678	NREP	201310_s_at	9315	
201311_s_at	0.03098	0.815798	SH3BGRL	201311_s_at	6451	
201312_s_at	0.05452	0.954771	SH3BGRL	201312_s_at	6451	
201313_at	0.67807	0.999858	ENO2	201313_at	2026	
201314_at	0.3474	0.999858	STK25	201314_at	10494	
201315_x_at	0.8699	0.999858	IFITM2	201315_x_at	10581	
201316_at	0.42086	0.999858	PSMA2	201316_at	5683	
201317_s_at	0.56237	0.999858	PSMA2	201317_s_at	5683	
201318_s_at	0.42398	0.999858	MYL12A /// MYL12B	201318_s_at	NA	
201319_at	0.79704	0.999858	MYL12A	201319_at	10627	
201320_at	0.85477	0.999858	SMARCC2	201320_at	6601	
201321_s_at	0.5802	0.999858	SMARCC2	201321_s_at	6601	
201322_at	0.4735	0.999858	ATP5B	201322_at	506	
201323_at	0.65814	0.999858	EBNA1BP2 /// MIR6733	201323_at	NA	
201324_at	0.35052	0.999858	EMP1	201324_at	2012	
201325_s_at	0.95156	0.999858	EMP1	201325_s_at	2012	
201326_at	0.23598	0.999858	CCT6A	201326_at	908	
201327_s_at	0.81846	0.999858	CCT6A	201327_s_at	908	
201328_at	0.23078	0.999858	ETS2	201328_at	2114	
201329_s_at	0.86698	0.999858	ETS2	201329_s_at	2114	
201330_at	0.95435	0.999858	RARS	201330_at	5917	
201331_s_at	0.7166	0.999858	STAT6	201331_s_at	6778	
201332_s_at	0.55692	0.999858	STAT6	201332_s_at	6778	
201333_s_at	0.13724	0.999858	ARHGEF12	201333_s_at	23365	
201334_s_at	0.80826	0.999858	ARHGEF12	201334_s_at	23365	
201335_s_at	0.86888	0.999858	ARHGEF12	201335_s_at	23365	
201336_at	0.57167	0.999858	VAMP3	201336_at	9341	
201337_s_at	0.4714	0.999858	VAMP3	201337_s_at	9341	
201338_x_at	0.80562	0.999858	GTF3A	201338_x_at	2971	
201339_s_at	0.28722	0.999858	SCP2	201339_s_at	6342	
201341_at	0.16573	0.999858	ENC1	201341_at	8507	
201342_at	0.31024	0.999858	SNRPC	201342_at	6631	
201343_at	0.73058	0.999858	UBE2D2	201343_at	7322	
201345_s_at	0.8579	0.999858	UBE2D2	201345_s_at	7322	
201346_at	0.68998	0.999858	ADIPOR2	201346_at	79602	
201347_x_at	0.23724	0.999858	GRHPR	201347_x_at	9380	
201348_at	0.07265	0.999858	GPX3	201348_at	2878	
201349_at	0.40252	0.999858	SLC9A3R1	201349_at	9368	
201350_at	0.20385	0.999858	FLOT2	201350_at	2319	
201351_s_at	0.76818	0.999858	YME1L1	201351_s_at	10730	
201352_at	0.75836	0.999858	YME1L1	201352_at	10730	
201353_s_at	0.17439	0.999858	BAZ2A	201353_s_at	11176	
201354_s_at	0.90352	0.999858	BAZ2A	201354_s_at	11176	
201355_s_at	0.752	0.999858	BAZ2A	201355_s_at	11176	
201356_at	0.70253	0.999858	SF3A1	201356_at	10291	
201357_s_at	0.57634	0.999858	SF3A1	201357_s_at	10291	
201358_s_at	0.15578	0.999858	COPB1	201358_s_at	1315	
201359_at	0.70587	0.999858	COPB1	201359_at	1315	
201360_at	0.69179	0.999858	CST3	201360_at	1471	
201361_at	0.58494	0.999858	TMEM109	201361_at	79073	
201362_at	0.51141	0.999858	IVNS1ABP	201362_at	10625	
201363_s_at	0.78882	0.999858	IVNS1ABP	201363_s_at	10625	
201364_s_at	0.58976	0.999858	OAZ2	201364_s_at	4947	
201365_at	0.92779	0.999858	OAZ2	201365_at	4947	
201366_at	0.55136	0.999858	ANXA7	201366_at	310	
201368_at	0.30352	0.999858	ZFP36L2	201368_at	678	
201369_s_at	0.14461	0.999858	ZFP36L2	201369_s_at	678	
201370_s_at	0.83956	0.999858	CUL3	201370_s_at	8452	
201371_s_at	0.72004	0.999858	CUL3	201371_s_at	8452	
201373_at	0.08502	0.999858	PLEC	201373_at	5339	
201375_s_at	0.96667	0.999858	PPP2CB	201375_s_at	5516	
201376_s_at	0.60889	0.999858	HNRNPF	201376_s_at	3185	
201377_at	0.24132	0.999858	UBAP2L	201377_at	9898	
201378_s_at	0.9882	0.999858	UBAP2L	201378_s_at	9898	
201379_s_at	0.54585	0.999858	TPD52L2	201379_s_at	7165	
201380_at	0.36947	0.999858	CRTAP	201380_at	10491	
201381_x_at	0.7178	0.999858	CACYBP	201381_x_at	27101	
201382_at	0.86722	0.999858	CACYBP	201382_at	27101	
201383_s_at	0.6654	0.999858	NBR1	201383_s_at	4077	
201384_s_at	0.89034	0.999858	NBR1	201384_s_at	4077	
201385_at	0.81931	0.999858	DHX15	201385_at	1665	
201386_s_at	0.2699	0.999858	DHX15	201386_s_at	1665	
201387_s_at	0.0264	0.77948	UCHL1	201387_s_at	7345	
201388_at	0.82354	0.999858	PSMD3	201388_at	5709	
201389_at	0.0723	0.999858	ITGA5	201389_at	3678	
201390_s_at	0.77027	0.999858	CSNK2B	201390_s_at	1460	
201391_at	0.41195	0.999858	TRAP1	201391_at	10131	
201392_s_at	0.95166	0.999858	IGF2R	201392_s_at	3482	
201393_s_at	0.70667	0.999858	IGF2R	201393_s_at	3482	
201394_s_at	0.89073	0.999858	RBM5	201394_s_at	10181	
201395_at	0.82907	0.999858	RBM5	201395_at	10181	
201396_s_at	0.31479	0.999858	SGTA	201396_s_at	6449	
201397_at	0.15922	0.999858	PHGDH	201397_at	26227	
201398_s_at	0.50423	0.999858	TRAM1	201398_s_at	23471	
201399_s_at	0.2581	0.999858	TRAM1	201399_s_at	23471	
201400_at	0.73355	0.999858	PSMB3	201400_at	5691	
201401_s_at	0.53572	0.999858	ADRBK1	201401_s_at	NA	
201402_at	0.82371	0.999858	ADRBK1	201402_at	NA	
201403_s_at	0.54373	0.999858	MGST3	201403_s_at	4259	
201404_x_at	0.9676	0.999858	PSMB2	201404_x_at	5690	
201405_s_at	0.90491	0.999858	COPS6	201405_s_at	10980	
201406_at	0.97334	0.999858	RPL36A /// RPL36A-HNRNPH2	201406_at	NA	
201407_s_at	0.62856	0.999858	PPP1CB	201407_s_at	5500	
201408_at	0.19033	0.999858	PPP1CB	201408_at	5500	
201409_s_at	0.45026	0.999858	PPP1CB	201409_s_at	5500	
201410_at	0.82178	0.999858	PLEKHB2	201410_at	55041	
201411_s_at	0.39707	0.999858	PLEKHB2	201411_s_at	55041	
201412_at	0.96245	0.999858	LRP10	201412_at	26020	
201413_at	0.9224	0.999858	HSD17B4	201413_at	3295	
201414_s_at	0.37079	0.999858	NAP1L4	201414_s_at	4676	
201415_at	0.93428	0.999858	GSS	201415_at	2937	
201416_at	0.52293	0.999858	SOX4	201416_at	6659	
201417_at	0.5301	0.999858	SOX4	201417_at	6659	
201418_s_at	0.88373	0.999858	SOX4	201418_s_at	6659	
201419_at	0.85377	0.999858	BAP1	201419_at	8314	
201420_s_at	0.54593	0.999858	WDR77	201420_s_at	79084	
201421_s_at	0.69053	0.999858	WDR77	201421_s_at	79084	
201422_at	0.88571	0.999858	IFI30 /// PIK3R2	201422_at	NA	
201423_s_at	0.97946	0.999858	CUL4A	201423_s_at	8451	
201424_s_at	0.92613	0.999858	CUL4A	201424_s_at	8451	
201425_at	0.12945	0.999858	ALDH2	201425_at	217	
201426_s_at	0.98288	0.999858	VIM	201426_s_at	7431	
201427_s_at	0.03703	0.864583	SEPP1	201427_s_at	NA	
201428_at	0.81371	0.999858	CLDN4	201428_at	1364	
201429_s_at	0.81967	0.999858	RPL37A	201429_s_at	6168	
201430_s_at	0.62356	0.999858	DPYSL3	201430_s_at	1809	
201431_s_at	0.17488	0.999858	DPYSL3	201431_s_at	1809	
201432_at	0.0087	0.527768	CAT	201432_at	847	
